Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0.012,-178,-88.112,115.78,-57.178,59.961,-304.61,7.8051
0.024,-178,-88.112,115.78,-57.178,59.961,-304.61,0.24515
0.036,-178,-88.112,115.78,-57.178,59.961,-304.61,0
0.048,-178,-88.112,115.78,-57.178,59.961,-304.61,4.3833
0.06,-178,-88.112,115.78,-57.178,59.961,-304.61,5.9813
0.072,-178,-88.112,115.78,-57.178,59.961,-304.61,17.183
0.084,-178,-88.112,115.78,-57.178,59.961,-304.61,9.5242
0.096,-178,-88.112,115.78,-57.178,59.961,-304.61,17.859
0.108,-178,-88.112,115.78,-57.178,59.961,-304.61,12.289
0.12,-178,-88.112,115.78,-57.178,59.961,-304.61,3.1828
0.132,-178,-88.112,115.78,-57.178,59.961,-304.61,14.01
0.144,-178,-88.112,115.78,-57.178,59.961,-304.61,11.59
0.156,-178,-88.112,115.78,-57.178,59.961,-304.61,20.085
0.168,-178,-88.112,115.78,-57.178,59.961,-304.61,26.648
0.18,-178,-88.112,115.78,-57.178,59.961,-304.61,33.95
0.192,-178,-88.112,115.78,-57.178,59.961,-304.61,35.731
0.204,-178,-88.112,115.78,-57.178,59.961,-304.61,43.662
0.216,-178,-88.112,115.78,-57.178,59.961,-304.61,87.396
0.228,-178,-88.112,115.78,-57.178,59.961,-304.61,138.99
0.24,-178,-88.112,115.78,-57.178,59.961,-304.61,184.18
0.252,-178,-88.112,115.78,-57.178,59.961,-304.61,236.96
0.264,-178,-88.112,115.78,-57.178,59.961,-304.61,265.31
0.276,-178,-88.112,115.78,-57.178,59.961,-304.61,297.05
0.288,-178,-88.112,115.78,-57.178,59.961,-304.61,302.14
0.3,-178,-88.112,115.78,-57.178,59.961,-304.61,295.45
0.312,-178,-88.112,115.78,-57.178,59.961,-304.61,308.13
0.324,-178,-88.112,115.78,-57.178,59.961,-304.61,296.64
0.336,-178,-88.112,115.78,-57.178,59.961,-304.61,307.15
0.348,-178,-88.112,115.78,-57.178,59.961,-304.61,308.9
0.36,-178,-88.112,115.78,-57.178,59.961,-304.61,305.4
0.372,-178,-88.112,115.78,-57.178,59.961,-304.61,310.35
0.384,-178,-88.112,115.78,-57.178,59.961,-304.61,307.7
0.396,-178,-88.112,115.78,-57.178,59.961,-304.61,313.71
0.408,-178,-88.112,115.78,-57.178,59.961,-304.61,316.91
0.42,-178,-88.112,115.78,-57.178,59.961,-304.61,325.59
0.432,-178,-88.112,115.78,-57.178,59.961,-304.61,337.12
0.444,-178,-88.112,115.78,-57.178,59.961,-304.61,335.48
0.456,-178,-88.112,115.78,-57.178,59.961,-304.61,335.37
0.468,-178,-88.112,115.78,-57.178,59.961,-304.61,326.85
0.48,-178,-88.112,115.78,-57.178,59.961,-304.61,320.36
0.492,-178,-88.112,115.78,-57.178,59.961,-304.61,329.27
0.504,-178,-88.112,115.78,-57.178,59.961,-304.61,328.11
0.516,-178,-88.112,115.78,-57.178,59.961,-304.61,335.9
0.528,-178,-88.112,115.78,-57.178,59.961,-304.61,331.09
0.54,-178,-88.112,115.78,-57.178,59.961,-304.61,326.33
0.552,-178,-88.112,115.78,-57.178,59.961,-304.61,334.63
0.564,-178,-88.112,115.78,-57.178,59.961,-304.61,338.64
0.576,-178,-88.112,115.78,-57.178,59.961,-304.61,347.32
0.588,-178,-88.112,115.78,-57.178,59.961,-304.61,341.32
0.6,-178,-88.112,115.78,-57.178,59.961,-304.61,337.11
0.612,-178,-88.112,115.78,-57.178,59.961,-304.61,337.8
0.624,-178,-88.112,115.78,-57.178,59.961,-304.61,327.92
0.636,-178,-88.112,115.78,-57.178,59.961,-304.61,333.14
0.648,-178,-88.112,115.78,-57.178,59.961,-304.61,324.52
0.66,-178,-88.112,115.78,-57.178,59.961,-304.61,318.29
0.672,-178,-88.112,115.78,-57.178,59.961,-304.61,320.93
0.684,-178,-88.112,115.78,-57.178,59.961,-304.61,307.21
0.696,-178,-88.112,115.78,-57.178,59.961,-304.61,304.21
0.708,-178,-88.112,115.78,-57.178,59.961,-304.61,297.22
0.72,-178,-88.112,115.78,-57.178,59.961,-304.61,293.03
0.732,-178,-88.112,115.78,-57.178,59.961,-304.61,302.77
0.744,-178,-88.112,115.78,-57.178,59.961,-304.61,298.24
0.756,-178,-88.112,115.78,-57.178,59.961,-304.61,307.3
0.768,-178,-88.112,115.78,-57.178,59.961,-304.61,300.94
0.78,-178,-88.112,115.78,-57.178,59.961,-304.61,301.11
0.792,-178,-88.112,115.78,-57.178,59.961,-304.61,305.97
0.804,-178,-88.112,115.78,-57.178,59.961,-304.61,298.36
0.816,-178,-88.112,115.78,-57.178,59.961,-304.61,310.04
0.828,-178,-88.112,115.78,-57.178,59.961,-304.61,303.02
0.84,-178,-88.112,115.78,-57.178,59.961,-304.61,312.41
0.852,-178,-88.112,115.78,-57.178,59.961,-304.61,306.2
0.864,-178,-88.112,115.78,-57.178,59.961,-304.61,303.5
0.876,-178,-88.112,115.78,-57.178,59.961,-304.61,314.4
0.888,-178,-88.112,115.78,-57.178,59.961,-304.61,308.82
0.9,-178,-88.112,115.78,-57.178,59.961,-304.61,318.45
0.912,-178,-88.112,115.78,-57.178,59.961,-304.61,321.68
0.924,-178,-88.112,115.78,-57.178,59.961,-304.61,318.61
0.936,-178,-88.112,115.78,-57.178,59.961,-304.61,327.31
0.948,-178,-88.112,115.78,-57.178,59.961,-304.61,324.68
0.96,-178,-88.112,115.78,-57.178,59.961,-304.61,319.21
0.972,-178,-88.112,115.78,-57.178,59.961,-304.61,322.49
0.984,-178,-88.112,115.78,-57.178,59.961,-304.61,308.28
0.996,-178,-88.112,115.78,-57.178,59.961,-304.61,309.03
1.008,-178,-88.112,115.78,-57.178,59.961,-304.61,295.88
1.02,-178,-88.112,115.78,-57.178,59.961,-304.61,291.21
1.032,-178,-88.112,115.78,-57.178,59.961,-304.61,304.79
1.044,-178,-88.112,115.78,-57.178,59.961,-304.61,299.06
1.056,-178,-88.112,115.78,-57.178,59.961,-304.61,319.11
1.068,-178,-88.112,115.78,-57.178,59.961,-304.61,313.8
1.08,-178,-88.112,115.78,-57.178,59.961,-304.61,310.7
1.092,-178,-88.112,115.78,-57.178,59.961,-304.61,317.44
1.104,-178,-88.112,115.78,-57.178,59.961,-304.61,302.56
1.116,-178,-88.112,115.78,-57.178,59.961,-304.61,313.74
1.128,-178,-88.112,115.78,-57.178,59.961,-304.61,314.48
1.14,-178,-88.112,115.78,-57.178,59.961,-304.61,309.79
1.152,-178,-88.112,115.78,-57.178,59.961,-304.61,311.34
1.164,-178,-88.112,115.78,-57.178,59.961,-304.61,301.91
1.176,-178,-88.112,115.78,-57.178,59.961,-304.61,299.58
1.188,-178,-88.112,115.78,-57.178,59.961,-304.61,300.8
1.2,-178,-88.112,115.78,-57.178,59.961,-304.61,295.83
1.212,-178,-88.112,115.78,-57.178,59.961,-304.61,297.94
1.224,-178,-88.112,115.78,-57.178,59.961,-304.61,297.44
1.236,-178,-88.112,115.78,-57.178,59.961,-304.61,304.96
1.248,-178,-88.112,115.78,-57.178,59.961,-304.61,307.44
1.26,-178,-88.112,115.78,-57.178,59.961,-304.61,306.63
1.272,-178,-88.112,115.78,-57.178,59.961,-304.61,310.15
1.284,-178,-88.112,115.78,-57.178,59.961,-304.61,303.08
1.296,-178,-88.112,115.78,-57.178,59.961,-304.61,307.91
1.308,-178,-88.112,115.78,-57.178,59.961,-304.61,305.93
1.32,-178,-88.112,115.78,-57.178,59.961,-304.61,312.11
1.332,-178,-88.112,115.78,-57.178,59.961,-304.61,311.08
1.344,-178,-88.112,115.78,-57.178,59.961,-304.61,302
1.356,-178,-88.112,115.78,-57.178,59.961,-304.61,309.72
1.368,-178,-88.112,115.78,-57.178,59.961,-304.61,296.98
1.38,-178,-88.112,115.78,-57.178,59.961,-304.61,298.51
1.392,-178,-88.112,115.78,-57.178,59.961,-304.61,316.1
1.404,-178,-88.112,115.78,-57.178,59.961,-304.61,304.54
1.416,-178,-88.112,115.78,-57.178,59.961,-304.61,313.81
1.428,-178,-88.112,115.78,-57.178,59.961,-304.61,317.96
1.44,-178,-88.112,115.78,-57.178,59.961,-304.61,300.42
1.452,-178,-88.112,115.78,-57.178,59.961,-304.61,304.61
