[HEADER]
GEAR_NOMINAL_VEL = 1.0
NUM_ROB_JOINTS = 6
CRC = 216159436
[RECORDS]
0	107.631	-104.654	73.9372	-4.60962	85.1337	-145.716
0.012	107.637	-104.649	73.9408	-4.6078	85.1315	-145.712
0.024	107.661	-104.634	73.9536	-4.60123	85.1239	-145.7
0.036	107.711	-104.6	73.9806	-4.58755	85.1078	-145.672
0.048	107.797	-104.544	74.0265	-4.56419	85.0805	-145.626
0.06	107.924	-104.459	74.0958	-4.52898	85.0392	-145.556
0.072	108.09	-104.35	74.1853	-4.48348	84.9858	-145.467
0.084	108.287	-104.219	74.2917	-4.42944	84.9226	-145.359
0.096	108.509	-104.072	74.4117	-4.36848	84.8511	-145.239
0.108	108.754	-103.91	74.544	-4.30122	84.7723	-145.106
0.12	109.019	-103.735	74.6867	-4.22868	84.6873	-144.962
0.132	109.302	-103.548	74.8396	-4.15098	84.5962	-144.809
0.144	109.602	-103.35	75.0014	-4.06875	84.4999	-144.646
0.156	109.916	-103.141	75.171	-3.98253	84.3989	-144.476
0.168	110.245	-102.923	75.3488	-3.89221	84.293	-144.297
0.18	110.586	-102.697	75.5332	-3.79845	84.1831	-144.111
0.192	110.94	-102.463	75.7239	-3.70149	84.0695	-143.919
0.204	111.305	-102.221	75.9212	-3.60127	83.9521	-143.721
0.216	111.681	-101.973	76.1241	-3.49812	83.8313	-143.517
0.228	112.067	-101.718	76.3325	-3.39226	83.7072	-143.307
0.24	112.462	-101.456	76.5459	-3.28381	83.5801	-143.093
0.252	112.866	-101.188	76.764	-3.17289	83.4501	-142.874
0.264	113.279	-100.914	76.9868	-3.05965	83.3174	-142.65
0.276	113.7	-100.636	77.214	-2.94419	83.1821	-142.421
0.288	114.128	-100.352	77.4454	-2.82659	83.0443	-142.188
0.3	114.564	-100.064	77.6808	-2.70696	82.9041	-141.952
0.312	115.007	-99.7708	77.9198	-2.58546	82.7618	-141.711
0.324	115.456	-99.4736	78.1623	-2.46222	82.6173	-141.468
0.336	115.911	-99.1721	78.4082	-2.33723	82.4709	-141.22
0.348	116.372	-98.8666	78.6574	-2.21062	82.3225	-140.97
0.36	116.839	-98.5576	78.9093	-2.08256	82.1725	-140.717
0.372	117.312	-98.2452	79.1641	-1.95307	82.0208	-140.461
0.384	117.789	-97.9293	79.4218	-1.82211	81.8673	-140.201
0.396	118.271	-97.6102	79.682	-1.68983	81.7124	-139.939
0.408	118.757	-97.2881	79.9447	-1.55632	81.5559	-139.675
0.42	119.248	-96.9631	80.2098	-1.42159	81.398	-139.409
0.432	119.743	-96.6353	80.4772	-1.2857	81.2388	-139.14
0.444	120.242	-96.3051	80.7465	-1.14882	81.0784	-138.869
0.456	120.744	-95.9726	81.0177	-1.01101	80.9169	-138.596
0.468	121.25	-95.6379	81.2907	-0.872252	80.7543	-138.322
0.48	121.759	-95.301	81.5654	-0.732597	80.5906	-138.045
0.492	122.271	-94.9621	81.8419	-0.59213	80.426	-137.767
0.504	122.785	-94.6214	82.1196	-0.451008	80.2607	-137.488
0.516	123.302	-94.2794	82.3985	-0.30932	80.0945	-137.207
0.528	123.822	-93.9356	82.6788	-0.166988	79.9275	-136.924
0.54	124.343	-93.59	82.9604	-0.0240491	79.7598	-136.639
0.552	124.867	-93.2432	83.2428	0.119264	79.5914	-136.351
0.564	125.392	-92.8953	83.5259	0.262803	79.4226	-136.062
0.576	125.919	-92.5464	83.8096	0.406522	79.2534	-135.77
0.588	126.447	-92.1966	84.0938	0.550345	79.0837	-135.475
0.6	126.977	-91.8458	84.3785	0.694169	78.9138	-135.178
0.612	127.508	-91.4944	84.6633	0.837884	78.7436	-134.877
0.624	128.039	-91.1422	84.9482	0.981369	78.5732	-134.573
