Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,172.25
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,174.57
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,176.37
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,182.97
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,182.66
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,181.77
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,190.05
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,194.72
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,199.17
0.108,-181.38,-90.006,87.301,0.0029,-87.41,180.01,201.46
0.12,-180.86,-90.006,86.431,0.0029,-86.58,180.01,265.77
0.132,-180.26,-90.006,85.427,0.0029,-85.622,180.01,426.05
0.144,-179.58,-90.006,84.289,0.0029,-84.537,180.01,731.35
0.156,-178.83,-90.006,83.034,0.0029,-83.339,180.01,1444.1
0.168,-178.02,-90.006,81.678,0.0029,-82.045,180.01,2266.7
0.18,-177.15,-90.006,80.238,0.0029,-80.672,180.01,3777.5
0.192,-176.25,-90.006,78.733,0.0029,-79.235,180.01,5485.3
0.204,-175.32,-90.006,77.174,0.0029,-77.748,180.01,7316.4
0.216,-174.36,-90.006,75.575,0.0029,-76.223,180.01,9280.5
0.228,-173.39,-90.006,73.947,0.0029,-74.669,180.01,10793
0.24,-172.4,-90.006,72.3,0.0029,-73.098,180.01,12559
0.252,-171.41,-90.006,70.645,0.0029,-71.518,180.01,13490
0.264,-170.42,-90.006,68.989,0.0029,-69.938,180.01,13892
0.276,-169.42,-90.006,67.333,0.0029,-68.358,180.01,13591
0.288,-168.41,-90.006,65.677,0.0029,-66.778,180.01,12544
0.3,-167.4,-90.006,64.021,0.0029,-65.198,180.01,10985
0.312,-166.35,-90.006,62.365,0.0029,-63.618,180.01,9699.5
0.324,-165.28,-90.006,60.709,0.0029,-62.038,180.01,8247.3
0.336,-164.17,-90.006,59.053,0.0029,-60.458,180.01,6854.7
0.348,-163,-90.006,57.401,0.0029,-58.881,180.01,5865.8
0.36,-161.78,-90.006,55.768,0.0029,-57.324,180.01,4697.8
0.372,-160.5,-90.006,54.172,0.0029,-55.801,180.01,3929
0.384,-159.17,-90.006,52.631,0.0029,-54.331,180.01,3634.6
0.396,-157.79,-90.006,51.16,0.0029,-52.928,180.01,3580.2
0.408,-156.36,-90.006,49.773,0.0029,-51.603,180.01,3753.4
0.42,-154.9,-90.006,48.477,0.0029,-50.367,180.01,4485.1
0.432,-153.39,-90.006,47.28,0.0029,-49.225,180.01,5106.8
0.444,-151.86,-90.006,46.185,0.0029,-48.181,180.01,5861.4
0.456,-150.29,-90.006,45.192,0.0029,-47.233,180.01,6297.6
0.468,-148.7,-90.006,44.299,0.0029,-46.381,180.01,6026.7
0.48,-147.09,-90.006,43.5,0.0029,-45.619,180.01,5111.3
0.492,-145.46,-90.006,42.79,0.0029,-44.941,180.01,3920.7
0.504,-143.81,-90.006,42.161,0.0029,-44.341,180.01,2547.2
0.516,-142.15,-90.006,41.607,0.0029,-43.813,180.01,1407.6
0.528,-140.48,-90.006,41.122,0.0029,-43.35,180.01,804.08
0.54,-138.81,-90.006,40.7,0.0029,-42.947,180.01,303.76
0.552,-137.13,-90.006,40.335,0.0029,-42.599,180.01,239.51
0.564,-135.45,-90.006,40.022,0.0029,-42.3,180.01,266.91
0.576,-133.77,-90.006,39.756,0.0029,-42.046,180.01,474.93
0.588,-132.09,-90.006,39.532,0.0029,-41.832,180.01,617.04
0.6,-130.41,-90.006,39.345,0.0029,-41.654,180.01,832.87
0.612,-128.73,-90.006,39.191,0.0029,-41.507,180.01,1085.7
0.624,-127.05,-90.006,39.066,0.0029,-41.388,180.01,1237.4
0.636,-125.37,-90.006,38.967,0.0029,-41.294,180.01,1418
0.648,-123.69,-90.006,38.89,0.0029,-41.22,180.01,1528.4
0.66,-122.01,-90.006,38.831,0.0029,-41.164,180.01,1542.4
0.672,-120.33,-90.006,38.787,0.0029,-41.122,180.01,1480.6
0.684,-118.65,-90.006,38.756,0.0029,-41.093,180.01,1442.2
0.696,-116.97,-90.006,38.735,0.0029,-41.072,180.01,1433.5
0.708,-115.29,-90.006,38.721,0.0029,-41.059,180.01,1471.6
0.72,-113.61,-90.006,38.713,0.0029,-41.052,180.01,1618
0.732,-111.93,-90.006,38.709,0.0029,-41.047,180.01,1795.5
0.744,-110.25,-90.006,38.707,0.0029,-41.045,180.01,1947.5
0.756,-108.57,-90.006,38.706,0.0029,-41.045,180.01,2020.7
0.768,-106.89,-90.006,38.706,0.0029,-41.045,180.01,1999
0.78,-105.21,-90.006,38.706,0.0029,-41.045,180.01,1876.3
0.792,-103.53,-90.006,38.706,0.0029,-41.045,180.01,1830.9
0.804,-101.85,-90.006,38.706,0.0029,-41.045,180.01,1835
0.816,-100.17,-90.006,38.706,0.0029,-41.045,180.01,1914.4
0.828,-98.488,-90.006,38.706,0.0029,-41.045,180.01,1998.3
0.84,-96.808,-90.006,38.706,0.0029,-41.045,180.01,2078.6
0.852,-95.128,-90.006,38.706,0.0029,-41.045,180.01,2092.7
0.864,-93.448,-90.006,38.706,0.0029,-41.045,180.01,2040.5
0.876,-91.768,-90.006,38.706,0.0029,-41.045,180.01,1964
0.888,-90.088,-90.006,38.706,0.0029,-41.045,180.01,1867.8
0.9,-88.408,-90.006,38.706,0.0029,-41.045,180.01,1886.8
0.912,-86.728,-90.006,38.706,0.0029,-41.045,180.01,1917.2
0.924,-85.048,-90.006,38.706,0.0029,-41.045,180.01,1992.6
0.936,-83.368,-90.006,38.706,0.0029,-41.045,180.01,2121
