Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,155.4
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,159.64
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,163.78
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,168.65
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,166.08
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,187.79
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,188.6
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,191.43
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,186.56
0.108,-181.38,-90.006,87.301,0.0029,-87.41,180.01,173.05
0.12,-180.86,-90.006,86.431,0.0029,-86.581,180.01,209.13
0.132,-180.27,-90.006,85.44,0.0029,-85.634,180.01,337.86
0.144,-179.61,-90.006,84.339,0.0029,-84.584,180.01,576.05
0.156,-178.89,-90.006,83.137,0.0029,-83.437,180.01,1184.3
0.168,-178.12,-90.006,81.843,0.0029,-82.202,180.01,2016
0.18,-177.29,-90.006,80.461,0.0029,-80.884,180.01,3254.1
0.192,-176.41,-90.006,79.001,0.0029,-79.491,180.01,5059.8
0.204,-175.5,-90.006,77.478,0.0029,-78.038,180.01,6689.3
0.216,-174.56,-90.006,75.906,0.0029,-76.538,180.01,8732
0.228,-173.6,-90.006,74.296,0.0029,-75.002,180.01,10154
0.24,-172.62,-90.006,72.66,0.0029,-73.441,180.01,11214
0.252,-171.63,-90.006,71.008,0.0029,-71.864,180.01,11769
0.264,-170.63,-90.006,69.351,0.0029,-70.284,180.01,11989
0.276,-169.64,-90.006,67.695,0.0029,-68.704,180.01,11975
0.288,-168.64,-90.006,66.039,0.0029,-67.124,180.01,11936
0.3,-167.62,-90.006,64.383,0.0029,-65.544,180.01,11556
0.312,-166.59,-90.006,62.727,0.0029,-63.964,180.01,10901
0.324,-165.52,-90.006,61.071,0.0029,-62.384,180.01,10166
0.336,-164.42,-90.006,59.415,0.0029,-60.803,180.01,8735.4
0.348,-163.26,-90.006,57.763,0.0029,-59.227,180.01,7393.5
