Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,144.62
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,147.16
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,157.49
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,160.81
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,170.08
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,179.82
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,188.8
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,185.52
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,186.89
0.108,-181.38,-90.006,87.305,0.0029,-87.414,180.01,186.43
0.12,-180.88,-90.006,86.458,0.0029,-86.606,180.01,175.08
0.132,-180.31,-90.006,85.509,0.0029,-85.7,180.01,212.78
0.144,-179.69,-90.006,84.467,0.0029,-84.706,180.01,317.2
0.156,-179.01,-90.006,83.339,0.0029,-83.63,180.01,628.75
0.168,-178.29,-90.006,82.132,0.0029,-82.478,180.01,1198.9
0.18,-177.52,-90.006,80.85,0.0029,-81.255,180.01,1965.8
0.192,-176.71,-90.006,79.497,0.0029,-79.964,180.01,3391.5
0.204,-175.86,-90.006,78.077,0.0029,-78.609,180.01,4857.1
0.216,-174.97,-90.006,76.593,0.0029,-77.193,180.01,6792.6
0.228,-174.05,-90.006,75.047,0.0029,-75.719,180.01,8218.6
0.24,-173.09,-90.006,73.455,0.0029,-74.199,180.01,9119.6
0.252,-172.12,-90.006,71.828,0.0029,-72.647,180.01,9681.5
0.264,-171.13,-90.006,70.181,0.0029,-71.075,180.01,9702.2
0.276,-170.14,-90.006,68.525,0.0029,-69.495,180.01,9670
0.288,-169.14,-90.006,66.869,0.0029,-67.915,180.01,9660.2
0.3,-168.13,-90.006,65.213,0.0029,-66.335,180.01,9756.4
0.312,-167.11,-90.006,63.557,0.0029,-64.755,180.01,9950.6
0.324,-166.06,-90.006,61.901,0.0029,-63.175,180.01,10191
0.336,-164.98,-90.006,60.246,0.0029,-61.597,180.01,10547
0.348,-163.86,-90.006,58.609,0.0029,-60.035,180.01,10284
0.36,-162.71,-90.006,57.008,0.0029,-58.507,180.01,9531.3
0.372,-161.54,-90.006,55.459,0.0029,-57.029,180.01,8323.1
0.384,-160.33,-90.006,53.968,0.0029,-55.607,180.01,6910.5
0.396,-159.09,-90.006,52.537,0.0029,-54.241,180.01,5126.2
