Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt],Consumed Power [Watt]
9.3,-70.036,-74.433,108.6,132.13,70.476,40.758,-220.16,31.668
9.312,-70.036,-74.433,108.6,132.13,70.476,40.758,-226.21,44.468
9.324,-70.036,-74.433,108.6,132.13,70.476,40.758,-207.24,62.929
9.336,-70.036,-74.433,108.6,132.13,70.476,40.758,-167.38,77.733
9.348,-70.036,-74.433,108.6,132.13,70.476,40.758,-143.67,80.205
9.36,-70.036,-74.433,108.6,132.13,70.476,40.758,-152.98,73.569
9.372,-70.036,-74.433,108.6,132.13,70.476,40.758,-177.84,66.349
9.384,-70.036,-74.433,108.6,132.13,70.476,40.758,-190.81,63.664
9.396,-70.036,-74.433,108.6,132.13,70.476,40.758,-183,62.141
9.408,-70.036,-74.433,108.6,132.13,70.476,40.758,-181.27,54.977
9.42,-70.036,-74.433,108.6,132.13,70.476,40.758,-198.34,42.122
9.432,-70.036,-74.433,108.6,132.13,70.476,40.758,-218.59,29.682
9.444,-70.036,-74.433,108.6,132.13,70.476,40.758,-217.55,21.983
9.456,-70.036,-74.433,108.6,132.13,70.476,40.758,-185.02,20.692
9.468,-70.036,-74.433,108.6,132.13,70.476,40.758,-148.06,25.719
9.48,-70.036,-74.433,108.6,132.13,70.476,40.758,-121.03,42.853
9.492,-70.036,-74.433,108.6,132.13,70.476,40.758,-97.867,75.814
9.504,-70.036,-74.433,108.6,132.13,70.476,40.758,-65.894,116.1
9.516,-70.036,-74.433,108.6,132.13,70.476,40.758,-30.333,143.6
9.528,-70.036,-74.433,108.6,132.13,70.476,40.758,-21.233,143.08
9.54,-70.036,-74.433,108.6,132.13,70.476,40.758,-45.595,119.01
9.552,-70.036,-74.433,108.6,132.13,70.476,40.758,-79.691,93.053
9.564,-70.036,-74.433,108.6,132.13,70.476,40.758,-91.582,84.9
9.576,-70.036,-74.433,108.6,132.13,70.476,40.758,-76.653,94.419
9.588,-70.036,-74.433,108.6,132.13,70.476,40.758,-75.781,103.02
9.6,-70.036,-74.433,108.6,132.13,70.476,40.758,-109.99,96.685
9.612,-70.036,-74.433,108.6,132.13,70.476,40.758,-163.41,75.115
9.624,-70.036,-74.433,108.6,132.13,70.476,40.758,-198.19,50.169
9.636,-70.036,-74.433,108.6,132.13,70.476,40.758,-196.06,33.337
9.648,-70.036,-74.433,108.6,132.13,70.476,40.758,-186.82,25.627
9.66,-70.036,-74.433,108.6,132.13,70.476,40.758,-201.96,21.472
9.672,-70.036,-74.433,108.6,132.13,70.476,40.758,-239.84,16.426
9.684,-70.036,-74.433,108.6,132.13,70.476,40.758,-274.08,10.013
9.696,-70.036,-74.433,108.6,132.13,70.476,40.758,-283.51,4.1942
9.708,-70.036,-74.433,108.6,132.13,70.476,40.758,-284.29,0.58649
9.72,-70.036,-74.433,108.6,132.13,70.476,40.758,-292.27,0.69759
9.732,-70.036,-74.433,108.6,132.13,70.476,40.758,-301.35,4.9019
9.744,-70.036,-74.433,108.6,132.13,70.476,40.758,-286.09,14.919
9.756,-70.036,-74.433,108.6,132.13,70.476,40.758,-236.86,28.364
9.768,-70.036,-74.433,108.6,132.13,70.476,40.758,-187.63,39.362
9.78,-70.036,-74.433,108.6,132.13,70.476,40.758,-170.79,42.624
9.792,-70.036,-74.433,108.6,132.13,70.476,40.758,-190.7,37.132
9.804,-70.036,-74.433,108.6,132.13,70.476,40.758,-218.43,28.26
9.816,-70.036,-74.433,108.6,132.13,70.476,40.758,-229.28,22.246
9.828,-70.036,-74.433,108.6,132.13,70.476,40.758,-239.67,20.885
9.84,-70.036,-74.433,108.6,132.13,70.476,40.758,-269.62,20.877
9.852,-70.036,-74.433,108.6,132.13,70.476,40.758,-315.78,18.153
9.864,-70.036,-74.433,108.6,132.13,70.476,40.758,-347.43,12.787
9.876,-70.036,-74.433,108.6,132.13,70.476,40.758,-340.76,6.8998
9.888,-70.036,-74.433,108.6,132.13,70.476,40.758,-318.32,2.9949
9.9,-70.035,-74.433,108.6,132.14,70.476,40.758,-312.02,2.0231
9.912,-70.034,-74.432,108.6,132.14,70.475,40.757,-327.92,3.2775
9.924,-70.03,-74.431,108.6,132.14,70.472,40.755,-335.62,7.806
9.936,-70.024,-74.428,108.59,132.14,70.468,40.752,-307.05,14.726
9.948,-70.014,-74.424,108.59,132.15,70.461,40.748,-259.36,21.498
9.96,-70,-74.417,108.58,132.16,70.451,40.741,-233.56,24.213
9.972,-69.981,-74.409,108.57,132.18,70.437,40.732,-250.48,21.326
9.984,-69.956,-74.398,108.55,132.19,70.42,40.72,-287.58,14.812
9.996,-69.924,-74.383,108.53,132.22,70.397,40.705,-305.2,9.023
10.008,-69.885,-74.366,108.51,132.24,70.37,40.686,-297.04,6.8882
10.02,-69.838,-74.344,108.48,132.28,70.336,40.663,-286.97,7.6356
10.032,-69.782,-74.319,108.45,132.32,70.296,40.636,-295.46,8.4907
10.044,-69.716,-74.289,108.41,132.37,70.25,40.605,-311.41,8.2089
10.056,-69.64,-74.254,108.36,132.42,70.195,40.568,-306.21,6.9629
10.068,-69.553,-74.214,108.31,132.48,70.134,40.527,-278.34,6.3276
10.08,-69.455,-74.169,108.25,132.56,70.064,40.48,-253.7,6.1017
10.092,-69.347,-74.118,108.18,132.63,69.987,40.428,-256.95,6.7465
10.104,-69.228,-74.063,108.11,132.72,69.902,40.37,-282.43,8.4759
10.116,-69.098,-74.002,108.03,132.81,69.81,40.308,-296.78,13.94
10.128,-68.958,-73.935,107.94,132.92,69.71,40.241,-282.94,23.245
10.14,-68.81,-73.864,107.85,133.02,69.604,40.169,-258.87,32.494
10.152,-68.654,-73.789,107.75,133.14,69.493,40.094,-251.2,36.733
10.164,-68.494,-73.711,107.64,133.25,69.378,40.017,-271.86,33.566
10.176,-68.329,-73.63,107.53,133.37,69.26,39.937,-300.87,26.684
10.188,-68.162,-73.548,107.42,133.5,69.141,39.856,-319.15,21.297
10.2,-67.994,-73.465,107.31,133.62,69.02,39.775,-328.24,18.952
10.212,-67.826,-73.381,107.2,133.74,68.9,39.694,-339.71,19.371
10.224,-67.661,-73.298,107.09,133.86,68.782,39.614,-357.33,20.708
10.236,-67.5,-73.216,106.98,133.98,68.666,39.536,-361.7,26.928
10.248,-67.344,-73.136,106.87,134.09,68.554,39.461,-336.54,38.728
10.26,-67.194,-73.059,106.77,134.2,68.446,39.388,-292.28,50.432
10.272,-67.053,-72.986,106.67,134.31,68.344,39.319,-251.55,56.883
10.284,-66.922,-72.918,106.58,134.4,68.249,39.256,-226.8,58.054
10.296,-66.801,-72.854,106.5,134.49,68.162,39.197,-197.02,65.504
10.308,-66.691,-72.796,106.42,134.57,68.083,39.143,-137.78,89.807
10.32,-66.591,-72.743,106.34,134.65,68.011,39.095,-51.38,125.15
10.332,-66.502,-72.695,106.28,134.71,67.946,39.052,40.641,162.27
10.344,-66.424,-72.653,106.22,134.77,67.89,39.014,118.23,198.26
10.356,-66.356,-72.617,106.17,134.82,67.841,38.981,195.98,249.99
10.368,-66.298,-72.585,106.13,134.86,67.798,38.952,295.37,332.34
10.38,-66.249,-72.559,106.1,134.9,67.763,38.928,413.25,436.57
10.392,-66.208,-72.537,106.07,134.93,67.733,38.908,529.3,540
10.404,-66.175,-72.518,106.04,134.95,67.709,38.892,623.83,626.8
10.416,-66.148,-72.504,106.02,134.97,67.689,38.879,708.44,708.44
10.428,-66.127,-72.492,106.01,134.99,67.674,38.869,796.55,796.04
10.44,-66.112,-72.484,106,135,67.663,38.861,871.61,871.61
10.452,-66.1,-72.478,105.99,135.01,67.655,38.856,902.78,902.78
10.464,-66.093,-72.473,105.98,135.01,67.649,38.852,870.42,870.42
10.476,-66.088,-72.471,105.98,135.02,67.646,38.85,803.97,803.97
10.488,-66.086,-72.47,105.98,135.02,67.644,38.849,744.23,744.23
10.5,-66.085,-72.469,105.97,135.02,67.644,38.848,697.19,697.19
10.512,-66.085,-72.469,105.97,135.02,67.644,38.848,640.1,640.12
10.524,-66.085,-72.469,105.97,135.02,67.644,38.848,547.06,546.12
10.536,-66.085,-72.469,105.97,135.02,67.644,38.848,438.76,437.24
10.548,-66.085,-72.469,105.97,135.02,67.644,38.848,347.31,352.49
10.56,-66.085,-72.469,105.97,135.02,67.644,38.848,273.59,306.06
10.572,-66.085,-72.469,105.97,135.02,67.644,38.848,188.35,279.3
10.584,-66.085,-72.469,105.97,135.02,67.644,38.848,69.077,241.22
10.596,-66.086,-72.469,105.97,135.01,67.646,38.851,-50.868,196.63
10.608,-66.09,-72.466,105.96,135,67.655,38.863,-118.99,167.56
10.62,-66.099,-72.461,105.93,134.97,67.674,38.889,-124.57,163.04
10.632,-66.114,-72.452,105.88,134.91,67.709,38.934,-106.32,169.72
10.644,-66.137,-72.438,105.8,134.82,67.762,39.005,-118.29,161.83
10.656,-66.171,-72.418,105.68,134.69,67.839,39.107,-156.11,145.55
10.668,-66.216,-72.391,105.53,134.51,67.943,39.245,-184.53,133.23
10.68,-66.275,-72.356,105.33,134.29,68.077,39.424,-184.53,130.9
10.692,-66.348,-72.311,105.08,134.01,68.245,39.646,-170.98,131.72
10.704,-66.437,-72.258,104.77,133.66,68.448,39.916,-173.66,123.82
10.716,-66.543,-72.195,104.41,133.26,68.69,40.237,-181.2,120.56
10.728,-66.666,-72.121,103.99,132.78,68.972,40.611,-166.65,133.08
10.74,-66.808,-72.036,103.5,132.24,69.296,41.04,-130.74,155.06
10.752,-66.969,-71.939,102.95,131.62,69.664,41.529,-104.3,167.62
10.764,-67.149,-71.832,102.34,130.93,70.075,42.075,-117.96,156.15
10.776,-67.347,-71.713,101.66,130.17,70.527,42.674,-147.08,138.7
10.788,-67.561,-71.585,100.93,129.34,71.017,43.325,-149.3,136.54
10.8,-67.791,-71.447,100.14,128.46,71.543,44.022,-112.83,152.39
10.812,-68.035,-71.301,99.304,127.52,72.1,44.762,-71.204,167.39
10.824,-68.293,-71.147,98.425,126.53,72.688,45.541,-68.931,161.67
10.836,-68.561,-70.986,97.506,125.5,73.302,46.356,-94.361,147.76
10.848,-68.84,-70.82,96.553,124.43,73.938,47.202,-106.44,144.64
10.86,-69.125,-70.653,95.578,123.33,74.586,48.07,-83.064,157.23
10.872,-69.412,-70.492,94.591,122.22,75.236,48.951,-43.051,170.78
10.884,-69.699,-70.339,93.606,121.1,75.878,49.838,-20.804,170.41
10.896,-69.981,-70.201,92.632,119.99,76.502,50.724,-2.0799,177.49
10.908,-70.256,-70.083,91.68,118.89,77.099,51.601,57.121,224.43
10.92,-70.521,-69.988,90.757,117.82,77.66,52.465,187.45,326.84
10.932,-70.774,-69.922,89.873,116.77,78.179,53.31,385.17,480.24
10.944,-71.011,-69.889,89.032,115.76,78.648,54.132,630.65,680.39
10.956,-71.232,-69.893,88.244,114.8,79.059,54.928,953.62,971.35
10.968,-71.433,-69.939,87.513,113.88,79.406,55.694,1413.2,1415.9
10.98,-71.613,-70.031,86.847,113.01,79.681,56.427,2048.2,2047.5
10.992,-71.77,-70.173,86.25,112.2,79.879,57.123,2852.7,2852.1
11.004,-71.902,-70.367,85.73,111.46,79.995,57.779,3787.7,3787.7
11.016,-72.008,-70.615,85.287,110.78,80.026,58.393,4848.6,4848.6
11.028,-72.09,-70.914,84.918,110.16,79.976,58.968,6045.4,6045.4
11.04,-72.15,-71.263,84.617,109.59,79.851,59.508,7359.5,7359.5
11.052,-72.188,-71.659,84.379,109.08,79.654,60.018,8707.9,8707.9
11.064,-72.208,-72.1,84.198,108.61,79.39,60.5,9969.6,9969.6
11.076,-72.209,-72.585,84.07,108.17,79.063,60.959,11080,11080
11.088,-72.195,-73.11,83.99,107.78,78.678,61.397,12043,12043
11.1,-72.164,-73.675,83.956,107.42,78.236,61.816,12857,12857
11.112,-72.12,-74.277,83.963,107.09,77.743,62.218,13477,13477
11.124,-72.061,-74.913,84.009,106.79,77.201,62.606,13793,13793
11.136,-71.991,-75.582,84.09,106.51,76.614,62.98,13727,13727
11.148,-71.91,-76.281,84.203,106.25,75.986,63.342,13252,13252
11.16,-71.82,-77.009,84.344,106.01,75.32,63.696,12383,12383
11.172,-71.72,-77.763,84.508,105.79,74.62,64.044,11134,11134
11.184,-71.613,-78.543,84.695,105.58,73.885,64.388,9541.3,9541.3
11.196,-71.499,-79.348,84.899,105.37,73.12,64.731,7724.4,7721.6
11.208,-71.38,-80.177,85.119,105.17,72.322,65.075,5861.7,5857.3
11.22,-71.257,-81.03,85.352,104.98,71.494,65.421,4124.9,4140.7
11.232,-71.131,-81.904,85.596,104.78,70.635,65.773,2623.5,2707.6
11.244,-71.002,-82.799,85.847,104.59,69.747,66.131,1365.7,1599.4
11.256,-70.874,-83.713,86.105,104.4,68.828,66.496,377.15,823.97
11.268,-70.745,-84.644,86.365,104.2,67.877,66.872,-325.07,339.85
11.28,-70.62,-85.592,86.627,104,66.893,67.258,-710.59,94.915
11.292,-70.497,-86.555,86.887,103.79,65.875,67.658,-771.79,37.44
11.304,-70.38,-87.533,87.145,103.57,64.819,68.072,-524.07,153.54
11.316,-70.27,-88.523,87.397,103.34,63.723,68.501,20.411,490.63
11.328,-70.167,-89.525,87.643,103.11,62.586,68.947,837.84,1102.7
11.34,-70.075,-90.535,87.88,102.87,61.405,69.41,1871.1,1984.1
11.352,-69.993,-91.552,88.107,102.62,60.181,69.889,3022.5,3052.9
11.364,-69.923,-92.572,88.322,102.36,58.915,70.386,4174.8,4177.1
11.376,-69.865,-93.593,88.525,102.09,57.608,70.898,5244.8,5240.9
11.388,-69.821,-94.611,88.714,101.81,56.263,71.425,6173.5,6173
11.4,-69.79,-95.626,88.888,101.53,54.883,71.966,6939.6,6939.6
11.412,-69.771,-96.634,89.049,101.24,53.47,72.52,7528.6,7528.6
11.424,-69.766,-97.636,89.197,100.94,52.028,73.085,7947.5,7947.5
11.436,-69.771,-98.63,89.331,100.64,50.561,73.66,8237.4,8237.4
11.448,-69.787,-99.617,89.453,100.34,49.071,74.244,8455.1,8455.1
11.46,-69.814,-100.59,89.564,100.03,47.564,74.835,8650.7,8650.7
11.472,-69.848,-101.56,89.665,99.714,46.042,75.431,8855.7,8855.7
11.484,-69.89,-102.52,89.757,99.4,44.512,76.031,9076.5,9076.5
11.496,-69.939,-103.47,89.842,99.084,42.975,76.633,9323.6,9323.6
11.508,-69.992,-104.41,89.92,98.768,41.435,77.237,9583.6,9583.6
11.52,-70.048,-105.35,89.994,98.451,39.894,77.841,9818.8,9818.8
11.532,-70.107,-106.28,90.065,98.135,38.352,78.446,9972.4,9972.4
11.544,-70.168,-107.2,90.133,97.818,36.81,79.05,10005,10005
11.556,-70.229,-108.13,90.201,97.502,35.269,79.654,9931.6,9931.6
11.568,-70.291,-109.05,90.268,97.186,33.729,80.258,9818.6,9818.6
11.58,-70.352,-109.97,90.335,96.87,32.195,80.859,9739.3,9739.3
11.592,-70.413,-110.88,90.401,96.558,30.672,81.456,9728.3,9728.3
11.604,-70.473,-111.78,90.466,96.249,29.17,82.045,9775.1,9775.1
11.616,-70.532,-112.67,90.53,95.946,27.695,82.623,9852.6,9852.6
11.628,-70.59,-113.53,90.593,95.651,26.256,83.187,9915.9,9915.9
11.64,-70.646,-114.36,90.653,95.364,24.861,83.734,9920.7,9920.7
11.652,-70.7,-115.17,90.712,95.089,23.52,84.259,9817.2,9817.2
11.664,-70.751,-115.94,90.767,94.826,22.242,84.76,9572.1,9572.1
11.676,-70.799,-116.66,90.82,94.579,21.037,85.233,9203.6,9203.6
11.688,-70.844,-117.33,90.868,94.349,19.916,85.672,8778.6,8778.6
11.7,-70.885,-117.94,90.913,94.138,18.889,86.075,8375.9,8375.9
11.712,-70.922,-118.5,90.953,93.948,17.966,86.436,8041.6,8041.6
11.724,-70.955,-118.98,90.989,93.781,17.153,86.755,7781.2,7781.2
11.736,-70.983,-119.41,91.019,93.637,16.449,87.031,7574.5,7574.5
11.748,-71.007,-119.77,91.045,93.514,15.849,87.266,7396,7396
11.76,-71.027,-120.07,91.067,93.411,15.348,87.463,7234.3,7234.3
11.772,-71.043,-120.31,91.085,93.326,14.937,87.624,7090.2,7090.2
11.784,-71.057,-120.51,91.099,93.259,14.608,87.753,6977.4,6977.4
11.796,-71.067,-120.66,91.11,93.206,14.353,87.852,6932.2,6932.2
11.808,-71.074,-120.78,91.119,93.168,14.164,87.926,6980.9,6980.9
11.82,-71.08,-120.85,91.124,93.141,14.032,87.978,7120,7120
11.832,-71.083,-120.91,91.128,93.123,13.948,88.011,7317.6,7317.6
11.844,-71.085,-120.93,91.13,93.113,13.899,88.03,7518.9,7518.9
11.856,-71.086,-120.95,91.131,93.109,13.877,88.039,7666,7666
11.868,-71.086,-120.95,91.131,93.108,13.872,88.041,7694.5,7694.5
11.88,-71.086,-120.95,91.131,93.108,13.872,88.041,7535.4,7535.4
11.892,-71.086,-120.95,91.131,93.108,13.872,88.041,7119.9,7118.8
11.904,-71.086,-120.95,91.131,93.108,13.872,88.041,6402.9,6398.7
11.916,-71.086,-120.95,91.131,93.108,13.872,88.041,5396,5393.8
11.928,-71.086,-120.95,91.131,93.108,13.872,88.041,4150.2,4187.9
11.94,-71.086,-120.95,91.131,93.108,13.872,88.041,2750.3,2934.2
11.952,-71.086,-120.95,91.131,93.108,13.872,88.041,1287.3,1806.7
11.964,-71.086,-120.95,91.131,93.108,13.872,88.041,-166.9,940.78
11.976,-71.086,-120.95,91.131,93.108,13.872,88.041,-1537.4,390.34
11.988,-71.086,-120.95,91.131,93.108,13.872,88.041,-2771.5,110.92
12,-71.086,-120.95,91.131,93.108,13.872,88.041,-3810.6,11.166
12.012,-71.086,-120.95,91.131,93.108,13.872,88.041,-4594.8,-7.381
12.024,-71.086,-120.95,91.131,93.108,13.872,88.041,-5062.3,-3.8748
12.036,-71.086,-120.95,91.131,93.108,13.872,88.041,-5160,0
12.048,-71.086,-120.95,91.131,93.108,13.872,88.041,-4881.5,0
12.06,-71.086,-120.95,91.131,93.108,13.872,88.041,-4280.9,-1.5626
12.072,-71.086,-120.95,91.131,93.108,13.872,88.041,-3472.5,-0.93197
12.084,-71.086,-120.95,91.131,93.108,13.872,88.041,-2593.1,5.6595
12.096,-71.086,-120.95,91.131,93.108,13.872,88.041,-1743.7,37.247
12.108,-71.086,-120.95,91.131,93.108,13.872,88.041,-995.13,111.1
12.12,-71.086,-120.95,91.131,93.108,13.872,88.041,-368.07,238.11
12.132,-71.086,-120.95,91.131,93.108,13.872,88.041,129.76,411.55
12.144,-71.086,-120.95,91.131,93.108,13.872,88.041,493.98,597.38
12.156,-71.086,-120.95,91.131,93.108,13.872,88.041,739.56,763.58
12.168,-71.086,-120.95,91.131,93.108,13.872,88.041,887.24,887.8
12.18,-71.086,-120.95,91.131,93.108,13.872,88.041,971.37,968.92
12.192,-71.086,-120.95,91.131,93.108,13.872,88.041,1020,1019.2
12.204,-71.086,-120.95,91.131,93.108,13.872,88.041,1042.4,1042.4
12.216,-71.086,-120.95,91.131,93.108,13.872,88.041,1046.8,1046.8
12.228,-71.086,-120.95,91.131,93.108,13.872,88.041,1036.3,1036.3
12.24,-71.086,-120.95,91.131,93.108,13.872,88.041,1027,1027
12.252,-71.086,-120.95,91.131,93.108,13.872,88.041,1028.4,1028.4
12.264,-71.086,-120.95,91.131,93.108,13.872,88.041,1032,1032
12.276,-71.086,-120.95,91.131,93.108,13.872,88.041,1028.7,1028.7
12.288,-71.086,-120.95,91.131,93.108,13.872,88.041,1008,1008
12.3,-71.086,-120.95,91.131,93.108,13.872,88.041,986.63,986.63
12.312,-71.086,-120.95,91.131,93.108,13.872,88.041,983.75,983.75
12.324,-71.086,-120.95,91.131,93.108,13.872,88.041,1002.8,1002.8
12.336,-71.084,-120.95,91.131,93.107,13.865,88.043,1037.3,1037.3
12.348,-71.077,-120.95,91.128,93.103,13.838,88.052,1065.7,1065.7
12.36,-71.061,-120.94,91.123,93.094,13.779,88.072,1085.1,1085.1
12.372,-71.033,-120.93,91.114,93.079,13.676,88.106,1098.9,1098.9
12.384,-70.99,-120.91,91.099,93.055,13.517,88.16,1104.3,1104.3
12.396,-70.929,-120.88,91.079,93.022,13.292,88.235,1099,1099
12.408,-70.848,-120.84,91.052,92.978,12.992,88.336,1076.8,1076.8
12.42,-70.744,-120.79,91.017,92.921,12.607,88.464,1054.3,1054.3
12.432,-70.615,-120.73,90.974,92.851,12.133,88.623,1046.5,1046.5
12.444,-70.461,-120.66,90.922,92.766,11.562,88.815,1053.8,1053.8
12.456,-70.279,-120.57,90.861,92.667,10.891,89.04,1065,1065
12.468,-70.068,-120.47,90.791,92.552,10.114,89.3,1059.4,1059.4
12.48,-69.829,-120.36,90.711,92.421,9.2287,89.596,1038.7,1038.7
12.492,-69.559,-120.23,90.621,92.274,8.234,89.93,1014.9,1014.9
12.504,-69.262,-120.09,90.522,92.112,7.1359,90.297,992.89,992.89
12.516,-68.94,-119.94,90.414,91.936,5.9475,90.696,973.99,973.99
12.528,-68.597,-119.78,90.299,91.749,4.6813,91.12,950.75,950.75
12.54,-68.237,-119.61,90.179,91.552,3.3492,91.566,932.02,932.02
12.552,-67.861,-119.43,90.053,91.347,1.9624,92.031,929.96,929.96
12.564,-67.474,-119.25,89.923,91.135,0.53145,92.51,947.82,947.82
12.576,-67.077,-119.06,89.791,90.918,-0.934,93.001,980.3,980.3
12.588,-66.673,-118.87,89.656,90.698,-2.4259,93.501,1008.7,1008.7
12.6,-66.263,-118.68,89.519,90.474,-3.9377,94.007,1028.1,1028.1
12.612,-65.85,-118.49,89.381,90.249,-5.4636,94.519,1041.5,1041.5
12.624,-65.435,-118.29,89.242,90.022,-6.9987,95.033,1061.3,1061.3
12.636,-65.018,-118.09,89.102,89.794,-8.5388,95.549,1114.6,1114.6
12.648,-64.6,-117.9,88.963,89.566,-10.081,96.066,1225.7,1225.7
12.66,-64.182,-117.7,88.823,89.338,-11.624,96.582,1424.2,1424.2
12.672,-63.764,-117.5,88.683,89.109,-13.166,97.099,1720.7,1720.7
12.684,-63.347,-117.31,88.543,88.881,-14.709,97.616,2104.5,2104.5
12.696,-62.929,-117.11,88.404,88.653,-16.251,98.133,2561.2,2561.2
12.708,-62.511,-116.91,88.264,88.425,-17.794,98.65,3075.6,3075.6
12.72,-62.094,-116.72,88.124,88.197,-19.337,99.167,3650.2,3650.2
12.732,-61.676,-116.52,87.985,87.969,-20.879,99.683,4283.2,4283.2
12.744,-61.258,-116.32,87.845,87.741,-22.422,100.2,4950.2,4950.2
12.756,-60.84,-116.13,87.705,87.513,-23.965,100.72,5597.1,5597.1
12.768,-60.423,-115.93,87.566,87.284,-25.507,101.23,6146,6146
12.78,-60.005,-115.73,87.426,87.056,-27.05,101.75,6531.7,6531.7
12.792,-59.587,-115.54,87.286,86.828,-28.593,102.27,6724.3,6724.3
12.804,-59.17,-115.34,87.147,86.6,-30.135,102.78,6730.4,6730.4
12.816,-58.752,-115.14,87.007,86.372,-31.678,103.3,6594.7,6594.7
12.828,-58.335,-114.95,86.867,86.144,-33.22,103.82,6350.6,6350.6
12.84,-57.921,-114.75,86.727,85.915,-34.763,104.33,6030.1,6030.1
12.852,-57.512,-114.54,86.587,85.686,-36.306,104.85,5656.5,5656.5
12.864,-57.112,-114.32,86.446,85.457,-37.846,105.36,5259,5259
12.876,-56.727,-114.09,86.304,85.228,-39.381,105.88,4869.1,4869.1
12.888,-56.363,-113.85,86.163,85,-40.899,106.38,4512.9,4512.9
12.9,-56.027,-113.58,86.022,84.774,-42.391,106.87,4213.5,4213.5
12.912,-55.725,-113.3,85.883,84.551,-43.845,107.35,3988.6,3988.6
12.924,-55.463,-112.99,85.746,84.334,-45.253,107.8,3848,3848
12.936,-55.246,-112.65,85.611,84.122,-46.607,108.24,3781.8,3781.8
12.948,-55.079,-112.28,85.478,83.916,-47.9,108.65,3747.6,3747.6
12.96,-54.966,-111.89,85.349,83.718,-49.125,109.03,3707.7,3707.7
12.972,-54.911,-111.46,85.224,83.527,-50.277,109.39,3644.5,3644.5
12.984,-54.919,-110.99,85.102,83.345,-51.351,109.71,3575.6,3575.6
12.996,-54.991,-110.49,84.984,83.171,-52.341,110,3521.8,3521.8
13.008,-55.13,-109.95,84.87,83.007,-53.244,110.26,3488.8,3488.8
13.02,-55.337,-109.38,84.761,82.854,-54.056,110.48,3472.1,3472.1
13.032,-55.609,-108.78,84.658,82.711,-54.773,110.67,3474.3,3474.3
13.044,-55.943,-108.14,84.559,82.579,-55.399,110.82,3502.7,3502.7
13.056,-56.333,-107.48,84.466,82.456,-55.939,110.93,3549.3,3549.3
13.068,-56.776,-106.8,84.377,82.343,-56.401,111.02,3583.3,3583.3
13.08,-57.268,-106.09,84.292,82.238,-56.795,111.08,3566.4,3566.4
13.092,-57.805,-105.36,84.21,82.139,-57.127,111.11,3487.7,3487.7
13.104,-58.384,-104.6,84.131,82.046,-57.404,111.13,3364.5,3364.5
13.116,-59,-103.83,84.054,81.959,-57.632,111.13,3213.5,3213.5
13.128,-59.646,-103.03,83.98,81.877,-57.815,111.1,3033.2,3033.2
13.14,-60.318,-102.23,83.907,81.8,-57.961,111.07,2799.5,2799.5
13.152,-61.011,-101.42,83.838,81.726,-58.073,111.02,2502.2,2502.2
13.164,-61.722,-100.61,83.769,81.656,-58.156,110.96,2155.3,2155.3
13.176,-62.449,-99.78,83.702,81.588,-58.215,110.89,1795.8,1795.8
13.188,-63.192,-98.946,83.636,81.523,-58.253,110.81,1476.1,1476.1
13.2,-63.948,-98.103,83.571,81.46,-58.276,110.73,1263.9,1263.9
13.212,-64.719,-97.251,83.506,81.397,-58.285,110.64,1240.6,1240.6
13.224,-65.502,-96.389,83.442,81.336,-58.283,110.54,1467.2,1467.2
13.236,-66.296,-95.519,83.377,81.275,-58.274,110.44,1957.2,1957.2
13.248,-67.099,-94.642,83.312,81.214,-58.258,110.34,2673.7,2673.7
13.26,-67.905,-93.762,83.247,81.153,-58.239,110.24,3555.5,3555.5
13.272,-68.712,-92.884,83.183,81.093,-58.218,110.14,4564.7,4564.7
13.284,-69.515,-92.008,83.119,81.034,-58.195,110.03,5661.7,5661.7
13.296,-70.315,-91.136,83.055,80.975,-58.171,109.93,6786.6,6786.6
13.308,-71.107,-90.265,82.993,80.915,-58.147,109.83,7852.5,7852.5
13.32,-71.887,-89.397,82.931,80.857,-58.121,109.73,8775.9,8775.9
13.332,-72.65,-88.531,82.87,80.798,-58.094,109.63,9517.3,9517.3
13.344,-73.389,-87.668,82.812,80.741,-58.065,109.52,10062,10062
13.356,-74.097,-86.811,82.757,80.684,-58.032,109.42,10390,10390
13.368,-74.768,-85.96,82.705,80.628,-57.996,109.32,10462,10462
13.38,-75.396,-85.115,82.657,80.573,-57.956,109.22,10265,10265
13.392,-75.976,-84.275,82.614,80.519,-57.91,109.13,9857,9857
13.404,-76.503,-83.439,82.575,80.466,-57.859,109.03,9349.8,9349.8
13.416,-76.974,-82.605,82.541,80.414,-57.801,108.94,8845.8,8845.8
13.428,-77.39,-81.768,82.513,80.364,-57.737,108.84,8395.4,8395.4
13.44,-77.75,-80.929,82.49,80.314,-57.665,108.75,8011.6,8011.6
13.452,-78.055,-80.088,82.472,80.264,-57.587,108.65,7716.2,7716.2
13.464,-78.309,-79.247,82.459,80.216,-57.502,108.56,7527.4,7527.4
13.476,-78.517,-78.406,82.45,80.168,-57.412,108.46,7425.2,7425.2
13.488,-78.682,-77.57,82.445,80.122,-57.317,108.37,7311.5,7311.5
13.5,-78.811,-76.741,82.443,80.076,-57.219,108.28,7063.5,7063.5
13.512,-78.907,-75.922,82.444,80.032,-57.119,108.19,6610.8,6610.8
13.524,-78.976,-75.119,82.448,79.988,-57.017,108.1,5959.8,5959.4
13.536,-79.024,-74.335,82.453,79.947,-56.915,108.02,5158.6,5157.6
