Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt],Consumed Power [Watt]
0.012,-10,-130,80.001,160,25,20,-2.0121,-2.0121
0.024,-10.002,-129.99,80.005,160,25,19.999,-1.1101,-1.1101
0.036,-10.005,-129.97,80.014,160,25.001,19.996,10.346,10.346
0.048,-10.011,-129.94,80.03,160.01,25.003,19.992,50.102,50.102
0.06,-10.02,-129.89,80.055,160.01,25.005,19.985,126.29,126.1
0.072,-10.033,-129.83,80.09,160.02,25.007,19.975,222.73,222.73
0.084,-10.05,-129.73,80.138,160.03,25.011,19.962,307.05,308.14
0.096,-10.073,-129.61,80.201,160.05,25.017,19.945,345.81,349.9
0.108,-10.102,-129.46,80.281,160.07,25.023,19.923,341.22,349.96
0.12,-10.137,-129.27,80.378,160.09,25.031,19.896,321.54,334.32
0.132,-10.18,-129.04,80.496,160.12,25.041,19.864,312.04,327.11
0.144,-10.23,-128.77,80.636,160.15,25.052,19.825,312.96,328.68
0.156,-10.289,-128.45,80.799,160.19,25.066,19.78,300.22,318.18
0.168,-10.357,-128.09,80.987,160.23,25.081,19.729,271.25,294.76
0.18,-10.435,-127.68,81.201,160.28,25.099,19.67,243.6,273.52
0.192,-10.521,-127.22,81.44,160.34,25.118,19.605,241.59,274.45
0.204,-10.616,-126.71,81.702,160.4,25.14,19.532,265.37,295
0.216,-10.72,-126.16,81.988,160.47,25.163,19.454,286.32,309.47
0.228,-10.831,-125.56,82.296,160.54,25.188,19.369,292.2,309.35
0.24,-10.95,-124.92,82.624,160.62,25.215,19.279,283.76,299.14
0.252,-11.076,-124.23,82.967,160.7,25.244,19.183,273.48,292.35
0.264,-11.207,-123.5,83.321,160.78,25.273,19.084,255.86,284.63
0.276,-11.343,-122.74,83.68,160.87,25.304,18.983,214.69,261.06
0.288,-11.48,-121.94,84.036,160.95,25.334,18.88,155.57,221.75
0.3,-11.617,-121.1,84.381,161.04,25.365,18.778,104.82,183.51
0.312,-11.754,-120.23,84.707,161.12,25.395,18.679,96.675,172.21
0.324,-11.886,-119.33,85.008,161.2,25.423,18.583,143.04,199.94
0.336,-12.014,-118.4,85.275,161.28,25.451,18.492,239.24,271.52
0.348,-12.135,-117.44,85.5,161.35,25.476,18.408,398.57,410.96
0.36,-12.247,-116.45,85.679,161.41,25.499,18.332,643.83,646.18
0.372,-12.351,-115.43,85.806,161.46,25.519,18.265,995.19,994.57
0.384,-12.444,-114.4,85.877,161.51,25.537,18.207,1443.3,1442.9
0.396,-12.525,-113.34,85.891,161.54,25.551,18.16,1967.3,1967.3
0.408,-12.597,-112.27,85.85,161.57,25.563,18.123,2575.7,2575.7
0.42,-12.657,-111.19,85.754,161.58,25.571,18.097,3304.9,3304.9
0.432,-12.707,-110.09,85.606,161.59,25.577,18.079,4179,4179
0.444,-12.747,-108.98,85.409,161.59,25.581,18.07,5173.2,5173.2
0.456,-12.779,-107.85,85.17,161.59,25.581,18.07,6207.3,6207.3
0.468,-12.804,-106.71,84.894,161.57,25.581,18.075,7197.3,7197.3
0.48,-12.823,-105.55,84.585,161.55,25.578,18.086,8087.4,8087.4
0.492,-12.838,-104.39,84.25,161.53,25.574,18.102,8844.6,8844.6
0.504,-12.849,-103.2,83.895,161.51,25.569,18.121,9435.7,9435.7
0.516,-12.858,-102.01,83.525,161.48,25.564,18.143,9805.6,9805.6
0.528,-12.865,-100.81,83.146,161.45,25.558,18.166,9905.5,9905.5
0.54,-12.872,-99.597,82.76,161.42,25.551,18.19,9717.6,9717.6
0.552,-12.879,-98.375,82.371,161.39,25.545,18.214,9261.5,9261.5
0.564,-12.885,-97.145,81.979,161.36,25.539,18.238,8576.6,8576.6
0.576,-12.892,-95.906,81.583,161.33,25.532,18.264,7697.5,7697.5
0.588,-12.899,-94.661,81.185,161.29,25.525,18.291,6681.9,6681.9
0.6,-12.906,-93.413,80.784,161.26,25.517,18.321,5603.8,5603.8
0.612,-12.913,-92.165,80.381,161.22,25.508,18.354,4559.9,4559.9
0.624,-12.919,-90.919,79.976,161.17,25.498,18.391,3630.2,3630.2
0.636,-12.927,-89.679,79.57,161.13,25.487,18.434,2839,2839
0.648,-12.933,-88.447,79.161,161.07,25.473,18.483,2179.5,2179.5
0.66,-12.94,-87.228,78.752,161.01,25.458,18.541,1633.2,1633.2
0.672,-12.947,-86.023,78.34,160.93,25.439,18.609,1199.5,1199.5
0.684,-12.954,-84.836,77.927,160.85,25.418,18.688,896.84,896.84
0.696,-12.961,-83.668,77.512,160.75,25.393,18.779,759.01,759.01
0.708,-12.969,-82.521,77.094,160.64,25.364,18.886,836.48,836.48
0.72,-12.976,-81.397,76.674,160.52,25.331,19.008,1166.8,1166.8
0.732,-12.983,-80.298,76.25,160.37,25.293,19.147,1738.3,1738.3
0.744,-12.99,-79.225,75.822,160.21,25.249,19.306,2445.4,2445.4
0.756,-12.997,-78.177,75.389,160.03,25.2,19.484,3141.6,3141.6
0.768,-13.005,-77.156,74.951,159.83,25.145,19.685,3714.7,3714.7
0.78,-13.012,-76.16,74.507,159.61,25.084,19.907,4142.7,4142.7
0.792,-13.019,-75.191,74.056,159.36,25.016,20.154,4476.4,4476.4
0.804,-13.027,-74.249,73.597,159.09,24.942,20.426,4760.3,4760.3
0.816,-13.035,-73.331,73.13,158.79,24.86,20.724,4982.8,4982.8
0.828,-13.043,-72.439,72.653,158.47,24.77,21.049,5098.4,5098.4
0.84,-13.051,-71.57,72.166,158.11,24.673,21.403,5073.8,5073.8
0.852,-13.059,-70.724,71.667,157.73,24.567,21.787,4912.1,4912.1
0.864,-13.067,-69.899,71.154,157.32,24.452,22.203,4631.3,4630.8
0.876,-13.076,-69.093,70.625,156.87,24.328,22.654,4229.1,4228.5
0.888,-13.085,-68.303,70.078,156.39,24.194,23.142,3681.9,3679.9
0.9,-13.094,-67.529,69.511,155.87,24.049,23.669,2971.1,2977.9
0.912,-13.104,-66.767,68.922,155.31,23.892,24.239,2116.1,2173.6
0.924,-13.114,-66.018,68.308,154.7,23.723,24.853,1171.8,1382.7
0.936,-13.124,-65.279,67.668,154.05,23.54,25.514,199.89,734.32
0.948,-13.135,-64.547,67,153.35,23.345,26.224,-748.07,304.08
0.96,-13.146,-63.819,66.302,152.6,23.135,26.985,-1628.1,83.796
0.972,-13.158,-63.092,65.571,151.8,22.911,27.798,-2393,6.456
0.984,-13.17,-62.361,64.805,150.94,22.672,28.664,-3006.7,-6.4381
0.996,-13.183,-61.624,64.003,150.03,22.419,29.585,-3451.8,-2.642
1.008,-13.196,-60.876,63.164,149.07,22.149,30.56,-3747.6,0
1.02,-13.21,-60.115,62.287,148.06,21.866,31.591,-3935.5,0
1.032,-13.225,-59.338,61.37,146.99,21.566,32.676,-4038,0
1.044,-13.24,-58.543,60.415,145.87,21.253,33.814,-4065.3,0
1.056,-13.256,-57.729,59.422,144.7,20.925,35.003,-4004.5,0
1.068,-13.272,-56.894,58.393,143.48,20.584,36.24,-3843.7,0
1.08,-13.289,-56.036,57.328,142.22,20.23,37.524,-3582.3,0
1.092,-13.307,-55.156,56.228,140.91,19.864,38.851,-3230.4,0
1.104,-13.325,-54.251,55.096,139.56,19.487,40.219,-2803.6,-3.2961
1.116,-13.344,-53.322,53.932,138.18,19.099,41.625,-2309.4,-4.8886
1.128,-13.363,-52.371,52.74,136.76,18.703,43.065,-1759.8,11.733
1.14,-13.382,-51.399,51.522,135.31,18.297,44.537,-1154,90.824
1.152,-13.402,-50.407,50.28,133.84,17.883,46.038,-490.69,290.78
1.164,-13.422,-49.399,49.016,132.33,17.462,47.565,235.18,664.52
1.176,-13.443,-48.378,47.736,130.81,17.036,49.112,1024.4,1223.9
1.188,-13.463,-47.349,46.447,129.28,16.606,50.669,1862.9,1937.9
1.2,-13.484,-46.317,45.154,127.74,16.176,52.231,2738.7,2758.5
1.212,-13.505,-45.288,43.865,126.21,15.746,53.789,3648,3649.8
1.224,-13.525,-44.267,42.586,124.68,15.32,55.335,4632.1,4630.7
1.236,-13.545,-43.259,41.323,123.18,14.899,56.861,5733.1,5732.4
1.248,-13.565,-42.269,40.082,121.71,14.486,58.36,6955.2,6955.2
1.26,-13.584,-41.303,38.871,120.27,14.083,59.824,8250.7,8250.7
1.272,-13.603,-40.364,37.695,118.87,13.691,61.244,9540.9,9540.9
1.284,-13.621,-39.46,36.563,117.52,13.314,62.613,10784,10784
1.296,-13.638,-38.596,35.48,116.23,12.953,63.921,11982,11982
1.308,-13.655,-37.778,34.454,115.01,12.611,65.16,13151,13151
1.32,-13.67,-37.011,33.493,113.87,12.291,66.322,14286,14286
1.332,-13.684,-36.302,32.605,112.81,11.995,67.395,15367,15367
1.344,-13.697,-35.654,31.793,111.85,11.725,68.376,16398,16398
1.356,-13.709,-35.071,31.062,110.98,11.482,69.259,17384,17384
1.368,-13.719,-34.552,30.413,110.21,11.266,70.042,18318,18318
1.38,-13.728,-34.097,29.844,109.54,11.078,70.72,19136,19136
1.392,-13.736,-33.702,29.353,108.97,10.916,71.295,19773,19773
1.404,-13.743,-33.362,28.934,108.5,10.779,71.773,20183,20183
1.416,-13.748,-33.072,28.581,108.13,10.666,72.157,20351,20351
1.428,-13.753,-32.828,28.289,107.84,10.574,72.452,20244,20244
1.44,-13.756,-32.623,28.051,107.63,10.502,72.664,19808,19808
1.452,-13.759,-32.455,27.862,107.5,10.449,72.799,19009,19009
1.464,-13.761,-32.316,27.715,107.44,10.411,72.865,17856,17856
1.476,-13.762,-32.203,27.604,107.44,10.387,72.87,16393,16393
1.488,-13.763,-32.11,27.522,107.49,10.374,72.822,14652,14652
1.5,-13.764,-32.031,27.462,107.58,10.371,72.73,12648,12646
1.512,-13.764,-31.96,27.417,107.71,10.374,72.603,10437,10428
1.524,-13.764,-31.891,27.378,107.86,10.382,72.45,8146.5,8142.7
1.536,-13.764,-31.821,27.342,108.04,10.392,72.28,5909.5,5973.8
1.548,-13.763,-31.748,27.303,108.22,10.402,72.101,3765.1,4077.2
1.56,-13.763,-31.67,27.261,108.4,10.413,71.918,1679.8,2548.3
1.572,-13.763,-31.589,27.218,108.59,10.423,71.733,-397.57,1408.5
1.584,-13.763,-31.506,27.172,108.78,10.434,71.545,-2426.8,645.37
1.596,-13.763,-31.423,27.126,108.97,10.446,71.357,-4276.6,216.47
1.608,-13.763,-31.339,27.079,109.16,10.457,71.171,-5826.6,34.341
1.62,-13.763,-31.255,27.032,109.35,10.468,70.987,-7007.4,-10.357
1.632,-13.762,-31.17,26.984,109.54,10.48,70.805,-7787.4,-8.0763
1.644,-13.762,-31.085,26.935,109.72,10.491,70.624,-8121.1,0
1.656,-13.762,-31,26.886,109.9,10.502,70.446,-7978,0
1.668,-13.762,-30.915,26.837,110.08,10.514,70.269,-7396.6,0
1.68,-13.762,-30.829,26.786,110.26,10.525,70.094,-6500.2,0
1.692,-13.762,-30.743,26.735,110.43,10.536,69.922,-5457.6,0
1.704,-13.762,-30.657,26.684,110.61,10.547,69.751,-4389.3,0
1.716,-13.762,-30.571,26.632,110.78,10.559,69.582,-3364.3,0
1.728,-13.761,-30.484,26.579,110.95,10.57,69.415,-2441,-1.8385
1.74,-13.761,-30.397,26.526,111.12,10.581,69.249,-1679.4,-1.8511
1.752,-13.761,-30.309,26.473,111.28,10.593,69.086,-1119,10.494
1.764,-13.761,-30.222,26.418,111.45,10.604,68.925,-726.67,50.785
1.776,-13.761,-30.134,26.363,111.61,10.615,68.765,-424.04,127.27
1.788,-13.761,-30.046,26.308,111.77,10.626,68.608,-158.8,217.29
1.8,-13.761,-29.957,26.252,111.93,10.637,68.452,66.646,288.26
1.812,-13.761,-29.869,26.195,112.09,10.649,68.298,219.46,321.57
1.824,-13.761,-29.779,26.138,112.25,10.66,68.146,310.41,340.55
1.836,-13.76,-29.69,26.08,112.4,10.671,67.993,381.25,383.7
1.848,-13.76,-29.603,26.027,112.57,10.684,67.828,450.9,452.36
1.86,-13.76,-29.52,25.98,112.77,10.699,67.636,492.52,505.81
1.872,-13.761,-29.443,25.945,113,10.718,67.404,467.93,499.6
1.884,-13.761,-29.373,25.924,113.28,10.743,67.121,394.94,444.53
1.896,-13.761,-29.313,25.922,113.63,10.775,66.775,339.85,398.69
1.908,-13.762,-29.264,25.941,114.05,10.816,66.355,344.4,398.58
1.92,-13.763,-29.229,25.986,114.55,10.867,65.852,394.94,433.26
1.932,-13.765,-29.208,26.059,115.14,10.93,65.257,437.61,457.41
1.944,-13.766,-29.205,26.164,115.83,11.008,64.563,459.67,466.14
1.956,-13.768,-29.219,26.304,116.62,11.102,63.764,485.25,486.05
1.968,-13.771,-29.254,26.482,117.52,11.215,62.857,531.06,530.99
1.98,-13.774,-29.31,26.7,118.53,11.349,61.836,573.61,575.49
1.992,-13.778,-29.388,26.962,119.65,11.506,60.701,576.37,580.68
2.004,-13.782,-29.49,27.269,120.88,11.688,59.453,550.39,556.88
2.016,-13.787,-29.615,27.62,122.21,11.896,58.104,544.01,551.4
2.028,-13.792,-29.763,28.014,123.62,12.133,56.67,582.33,588.82
2.04,-13.798,-29.932,28.449,125.1,12.397,55.164,640.72,645.03
2.052,-13.805,-30.121,28.924,126.63,12.692,53.602,668.19,670.2
2.064,-13.812,-30.33,29.436,128.21,13.017,51.998,663.56,664.1
2.076,-13.819,-30.557,29.984,129.81,13.373,50.367,666.85,666.85
2.088,-13.827,-30.802,30.567,131.42,13.76,48.721,702.99,702.9
2.1,-13.836,-31.063,31.181,133.03,14.18,47.072,747.94,747.94
2.112,-13.845,-31.338,31.823,134.62,14.629,45.439,754.58,754.58
2.124,-13.855,-31.624,32.485,136.18,15.104,43.837,724.24,724.24
2.136,-13.865,-31.917,33.161,137.69,15.601,42.28,706.98,706.98
2.148,-13.875,-32.214,33.845,139.15,16.115,40.78,746.08,746.08
2.16,-13.886,-32.514,34.532,140.54,16.642,39.345,837.86,837.86
2.172,-13.896,-32.812,35.216,141.86,17.177,37.982,949.31,949.31
2.184,-13.907,-33.106,35.892,143.1,17.717,36.698,1085.7,1085.7
2.196,-13.917,-33.395,36.554,144.25,18.256,35.495,1296.5,1296.5
2.208,-13.928,-33.676,37.199,145.33,18.79,34.376,1627.1,1627.1
2.22,-13.938,-33.947,37.822,146.32,19.315,33.342,2079,2079
2.232,-13.947,-34.206,38.418,147.22,19.826,32.394,2618.7,2618.7
2.244,-13.957,-34.45,38.983,148.05,20.319,31.532,3235.4,3235.4
2.256,-13.966,-34.679,39.514,148.78,20.79,30.754,3941,3941
2.268,-13.974,-34.891,40.007,149.44,21.233,30.061,4723.6,4723.6
2.28,-13.982,-35.085,40.462,150.03,21.648,29.444,5509.2,5509.2
2.292,-13.99,-35.262,40.88,150.54,22.034,28.895,6180.4,6180.4
2.304,-13.996,-35.424,41.262,151,22.391,28.408,6655.6,6655.6
2.316,-14.003,-35.57,41.609,151.4,22.719,27.977,6920.6,6920.6
2.328,-14.008,-35.702,41.923,151.76,23.018,27.597,7004,7004
2.34,-14.013,-35.819,42.203,152.07,23.288,27.264,6935,6935
2.352,-14.018,-35.923,42.452,152.34,23.529,26.974,6719.5,6719.5
2.364,-14.022,-36.013,42.67,152.57,23.741,26.725,6369.3,6369.3
2.376,-14.025,-36.091,42.857,152.77,23.924,26.514,5894.1,5894.1
2.388,-14.028,-36.157,43.016,152.93,24.08,26.337,5292.8,5292.5
2.4,-14.031,-36.212,43.15,153.07,24.212,26.189,4544.1,4542.1
2.412,-14.033,-36.258,43.26,153.18,24.322,26.069,3635.3,3632.7
2.424,-14.035,-36.295,43.35,153.27,24.411,25.972,2613.2,2625.3
2.436,-14.036,-36.324,43.421,153.34,24.482,25.895,1579.2,1655.1
2.448,-14.037,-36.346,43.476,153.4,24.537,25.837,632.01,872.36
2.46,-14.038,-36.363,43.517,153.44,24.578,25.794,-184.46,360.49
2.472,-14.038,-36.375,43.545,153.46,24.607,25.764,-883.33,101.16
2.484,-14.039,-36.383,43.564,153.48,24.626,25.744,-1482.5,10.231
2.496,-14.039,-36.387,43.575,153.49,24.637,25.732,-1977.8,-6.4414
2.508,-14.039,-36.389,43.581,153.5,24.642,25.727,-2352.3,-2.6697
2.52,-14.039,-36.39,43.582,153.5,24.644,25.725,-2613.7,-0.24309
2.532,-14.039,-36.39,43.583,153.5,24.644,25.725,-2789.8,0
2.544,-14.039,-36.39,43.583,153.5,24.644,25.725,-2888.9,0
2.556,-14.039,-36.39,43.583,153.5,24.644,25.725,-2890.5,0
2.568,-14.039,-36.39,43.583,153.5,24.644,25.725,-2772.3,0
2.58,-14.039,-36.39,43.583,153.5,24.644,25.725,-2547.1,0
2.592,-14.039,-36.39,43.583,153.5,24.644,25.725,-2268.5,0
2.604,-14.039,-36.39,43.583,153.5,24.644,25.725,-1979,0
2.616,-14.039,-36.39,43.583,153.5,24.644,25.725,-1687.6,0
2.628,-14.039,-36.39,43.583,153.5,24.644,25.725,-1384,-0.52208
2.64,-14.039,-36.39,43.583,153.5,24.644,25.725,-1072.2,-0.80168
2.652,-14.039,-36.39,43.583,153.5,24.644,25.725,-785.85,1.8957
2.664,-14.039,-36.39,43.583,153.5,24.644,25.725,-548.24,15.28
2.676,-14.039,-36.39,43.583,153.5,24.644,25.725,-355.68,47.588
2.688,-14.039,-36.39,43.583,153.5,24.644,25.725,-181.33,101.81
2.7,-14.039,-36.39,43.583,153.5,24.644,25.725,-10.109,171.97
2.712,-14.039,-36.39,43.583,153.5,24.644,25.725,148.9,246.52
2.724,-14.039,-36.39,43.583,153.5,24.644,25.725,283.81,321.5
2.736,-14.039,-36.39,43.583,153.5,24.644,25.725,391.44,399.31
2.748,-14.039,-36.39,43.583,153.5,24.644,25.725,483.89,482.65
2.76,-14.039,-36.39,43.583,153.5,24.644,25.725,564.52,563.05
2.772,-14.039,-36.39,43.583,153.5,24.644,25.725,625.3,625.3
2.784,-14.039,-36.39,43.583,153.5,24.644,25.725,667.38,667.38
2.796,-14.039,-36.39,43.583,153.5,24.644,25.725,700.03,700.03
2.808,-14.039,-36.39,43.583,153.5,24.644,25.725,737.84,737.84
2.82,-14.039,-36.39,43.583,153.5,24.644,25.725,777.64,777.64
2.832,-14.039,-36.39,43.583,153.5,24.644,25.725,798.85,798.85
2.844,-14.039,-36.39,43.583,153.5,24.644,25.725,790.85,790.85
2.856,-14.039,-36.39,43.583,153.5,24.644,25.725,759.85,759.85
2.868,-14.039,-36.39,43.583,153.5,24.644,25.725,729.99,729.99
2.88,-14.039,-36.39,43.583,153.5,24.644,25.725,715.94,715.94
2.892,-14.039,-36.39,43.583,153.5,24.644,25.725,717.4,717.4
2.904,-14.039,-36.39,43.583,153.5,24.644,25.725,728.53,728.53
2.916,-14.039,-36.39,43.583,153.5,24.644,25.725,744.92,744.92
2.928,-14.039,-36.39,43.583,153.5,24.644,25.725,767.76,767.76
2.94,-14.039,-36.39,43.583,153.5,24.644,25.725,791.09,791.09
2.952,-14.039,-36.39,43.583,153.5,24.644,25.725,800.74,800.74
2.964,-14.039,-36.39,43.583,153.5,24.644,25.725,790.79,790.79
2.976,-14.039,-36.39,43.583,153.5,24.644,25.725,764.84,764.84
2.988,-14.039,-36.39,43.583,153.5,24.644,25.725,741.52,741.52
3,-14.039,-36.39,43.583,153.5,24.644,25.725,733.37,733.37
3.012,-14.039,-36.39,43.583,153.5,24.644,25.725,742.67,742.67
3.024,-14.039,-36.39,43.583,153.5,24.644,25.725,765.76,765.76
3.036,-14.039,-36.39,43.583,153.5,24.644,25.725,793.38,793.38
3.048,-14.039,-36.39,43.583,153.5,24.644,25.725,822.93,822.93
3.06,-14.039,-36.39,43.583,153.5,24.644,25.725,846.02,846.02
3.072,-14.039,-36.39,43.583,153.5,24.644,25.725,854.68,854.68
3.084,-14.039,-36.39,43.583,153.5,24.644,25.725,854.47,854.47
3.096,-14.039,-36.39,43.583,153.5,24.644,25.725,853.42,853.42
3.108,-14.039,-36.39,43.583,153.5,24.644,25.725,865.68,865.68
3.12,-14.039,-36.39,43.583,153.5,24.644,25.725,888.97,888.97
3.132,-14.039,-36.39,43.583,153.5,24.644,25.725,908.4,908.4
3.144,-14.039,-36.39,43.583,153.5,24.644,25.725,916.72,916.72
3.156,-14.039,-36.39,43.583,153.5,24.644,25.725,913.94,913.94
3.168,-14.039,-36.39,43.583,153.5,24.644,25.725,916.64,916.64
3.18,-14.039,-36.39,43.583,153.5,24.644,25.725,926.93,926.93
3.192,-14.039,-36.39,43.583,153.5,24.644,25.725,936.36,936.36
3.204,-14.039,-36.39,43.583,153.5,24.644,25.725,937.75,937.75
3.216,-14.039,-36.39,43.583,153.5,24.644,25.725,929.97,929.97
3.228,-14.039,-36.39,43.583,153.5,24.644,25.725,929.3,929.3
3.24,-14.039,-36.39,43.583,153.5,24.644,25.725,942.73,942.73
3.252,-14.039,-36.39,43.583,153.5,24.644,25.725,964.49,964.49
3.264,-14.039,-36.39,43.583,153.5,24.644,25.725,985.96,985.96
3.276,-14.039,-36.39,43.583,153.5,24.644,25.725,999.15,999.15
3.288,-14.039,-36.39,43.583,153.5,24.644,25.725,1012.3,1012.3
3.3,-14.039,-36.39,43.583,153.5,24.644,25.725,1026,1026
3.312,-14.039,-36.39,43.583,153.5,24.644,25.725,1037.5,1037.5
3.324,-14.039,-36.39,43.582,153.5,24.643,25.726,1044.2,1044.2
3.336,-14.039,-36.391,43.581,153.49,24.64,25.73,1046.4,1046.4
3.348,-14.039,-36.392,43.578,153.48,24.633,25.738,1054.8,1054.8
3.36,-14.039,-36.393,43.573,153.47,24.619,25.753,1067.1,1067.1
3.372,-14.038,-36.396,43.565,153.44,24.598,25.777,1070.8,1070.8
3.384,-14.038,-36.4,43.554,153.41,24.568,25.811,1060.5,1060.5
3.396,-14.037,-36.406,43.538,153.36,24.527,25.858,1038.8,1038.8
3.408,-14.036,-36.413,43.518,153.29,24.473,25.919,1026.9,1026.9
3.42,-14.034,-36.422,43.492,153.21,24.405,25.998,1028.7,1028.7
3.432,-14.033,-36.432,43.459,153.1,24.322,26.097,1031.3,1031.3
3.444,-14.031,-36.445,43.42,152.98,24.222,26.216,1020.8,1020.8
3.456,-14.029,-36.46,43.374,152.83,24.104,26.355,994.43,994.43
3.468,-14.026,-36.477,43.321,152.66,23.969,26.515,973.37,973.37
3.48,-14.023,-36.495,43.26,152.47,23.816,26.695,967.97,967.97
3.492,-14.019,-36.514,43.191,152.27,23.645,26.893,971.05,971.05
3.504,-14.015,-36.535,43.115,152.05,23.458,27.109,973.13,973.13
3.516,-14.011,-36.556,43.032,151.81,23.254,27.339,971.34,971.34
3.528,-14.006,-36.578,42.941,151.57,23.037,27.581,985.09,985.09
3.54,-14.001,-36.599,42.843,151.32,22.805,27.834,1014.8,1014.8
3.552,-13.995,-36.621,42.739,151.06,22.561,28.095,1041.5,1041.5
3.564,-13.989,-36.641,42.629,150.81,22.306,28.361,1046.5,1046.5
3.576,-13.983,-36.661,42.512,150.55,22.041,28.631,1030.8,1030.8
3.588,-13.976,-36.68,42.389,150.29,21.764,28.905,1025.6,1025.6
3.6,-13.969,-36.697,42.258,150.04,21.475,29.183,1048.3,1048.3
3.612,-13.961,-36.712,42.12,149.78,21.174,29.467,1086.8,1086.8
3.624,-13.953,-36.727,41.974,149.53,20.861,29.757,1115,1115
3.636,-13.944,-36.739,41.823,149.27,20.538,30.052,1118.3,1118.3
3.648,-13.935,-36.75,41.666,149.01,20.209,30.353,1114,1114
3.66,-13.926,-36.76,41.505,148.75,19.876,30.657,1116.4,1116.4
3.672,-13.916,-36.768,41.343,148.49,19.542,30.963,1125.8,1125.8
3.684,-13.907,-36.774,41.179,148.23,19.209,31.27,1135.7,1135.7
3.696,-13.898,-36.78,41.016,147.97,18.879,31.577,1147.4,1147.4
3.708,-13.889,-36.784,40.855,147.71,18.557,31.881,1184.3,1184.3
3.72,-13.88,-36.787,40.698,147.45,18.243,32.181,1253.7,1253.7
3.732,-13.871,-36.789,40.545,147.2,17.942,32.475,1338.1,1338.1
3.744,-13.863,-36.791,40.4,146.96,17.656,32.761,1413.8,1413.8
3.756,-13.856,-36.792,40.263,146.73,17.389,33.032,1467.6,1467.6
3.768,-13.849,-36.792,40.137,146.51,17.146,33.285,1519.4,1519.4
3.78,-13.843,-36.792,40.025,146.31,16.93,33.515,1581,1581
3.792,-13.838,-36.791,39.928,146.13,16.742,33.717,1643.1,1643.1
3.804,-13.833,-36.79,39.844,145.98,16.582,33.894,1686.7,1686.7
3.816,-13.829,-36.789,39.772,145.85,16.447,34.046,1705.1,1705.1
3.828,-13.826,-36.788,39.713,145.73,16.334,34.175,1721.8,1721.8
3.84,-13.824,-36.787,39.664,145.64,16.242,34.281,1755.3,1755.3
3.852,-13.822,-36.786,39.624,145.56,16.169,34.368,1799.3,1799.3
3.864,-13.82,-36.785,39.594,145.5,16.112,34.436,1834,1834
3.876,-13.819,-36.785,39.571,145.46,16.069,34.487,1843.9,1843.9
3.888,-13.818,-36.784,39.555,145.42,16.039,34.524,1847.3,1847.3
3.9,-13.818,-36.784,39.544,145.4,16.019,34.549,1859.4,1859.4
3.912,-13.817,-36.784,39.537,145.39,16.007,34.564,1875.3,1875.3
3.924,-13.817,-36.784,39.534,145.38,16.001,34.571,1875.1,1875.1
3.936,-13.817,-36.784,39.533,145.38,15.999,34.574,1842.6,1842.6
3.948,-13.817,-36.784,39.533,145.38,15.999,34.574,1793,1793
3.96,-13.817,-36.784,39.533,145.38,15.999,34.574,1746.3,1746.3
3.972,-13.817,-36.784,39.533,145.38,15.999,34.574,1708.1,1708.1
3.984,-13.817,-36.784,39.533,145.38,15.999,34.574,1667.1,1667.1
3.996,-13.817,-36.784,39.533,145.38,15.999,34.574,1606.6,1606.6
4.008,-13.817,-36.784,39.533,145.38,15.999,34.574,1532,1532
4.02,-13.817,-36.784,39.533,145.38,15.999,34.574,1448.8,1448.8
4.032,-13.817,-36.786,39.535,145.38,15.999,34.573,1354.5,1354.5
4.044,-13.818,-36.794,39.545,145.39,16.003,34.568,1246.7,1246.7
4.056,-13.819,-36.813,39.567,145.4,16.011,34.558,1128.7,1128.7
4.068,-13.821,-36.847,39.605,145.41,16.025,34.541,1030,1030
4.08,-13.824,-36.9,39.666,145.44,16.046,34.513,973.16,973.16
4.092,-13.829,-36.976,39.753,145.49,16.077,34.474,954.46,954.46
4.104,-13.836,-37.079,39.871,145.54,16.12,34.42,951.81,951.81
4.116,-13.844,-37.214,40.025,145.62,16.175,34.35,940.91,940.91
4.128,-13.855,-37.384,40.219,145.72,16.244,34.261,923.1,923.1
4.14,-13.868,-37.593,40.458,145.83,16.33,34.153,904.06,904.06
4.152,-13.884,-37.844,40.745,145.97,16.433,34.022,882.41,882.41
4.164,-13.903,-38.14,41.083,146.14,16.554,33.868,849.15,849.15
4.176,-13.924,-38.484,41.477,146.33,16.695,33.689,802.82,802.82
4.188,-13.949,-38.879,41.928,146.55,16.857,33.483,764.76,764.76
4.2,-13.977,-39.325,42.438,146.8,17.039,33.252,751.8,751.8
4.212,-14.009,-39.82,43.004,147.08,17.242,32.994,762.58,762.58
4.224,-14.043,-40.362,43.623,147.38,17.464,32.712,777.64,777.64
4.236,-14.08,-40.949,44.293,147.71,17.703,32.407,777.97,777.97
4.248,-14.12,-41.577,45.009,148.06,17.959,32.081,771.27,771.27
4.26,-14.163,-42.242,45.763,148.43,18.227,31.739,769.53,769.53
4.272,-14.209,-42.936,46.544,148.81,18.503,31.384,775.77,775.77
4.284,-14.257,-43.654,47.345,149.2,18.785,31.021,776.63,776.63
4.296,-14.308,-44.39,48.158,149.59,19.067,30.654,760.46,760.46
4.308,-14.361,-45.143,48.977,149.98,19.348,30.284,736.97,736.97
4.32,-14.418,-45.907,49.797,150.36,19.625,29.916,726.95,726.95
4.332,-14.477,-46.681,50.611,150.74,19.895,29.552,743.62,743.62
