Time,Angle 1,Angle 2,Angle 3,Angle 4,Angle 5,Angle 6,Power
2.9160000000000004,-55.2622,-89.945,38.9756,0.0029,-41.015,180.011,3100.0310264708924
2.928,-56.9107,-89.9657,38.8845,0.0029,-41.025,180.011,3305.9892685244404
2.94,-58.5716,-89.9807,38.8183,0.0029,-41.0323,180.011,3882.4576118395585
2.952,-60.2413,-89.9911,38.7723,0.0029,-41.0374,180.011,3921.014160488101
2.964,-61.9167,-89.99799999999999,38.7422,0.0029,-41.0407,180.011,4263.675308874481
2.9760000000000004,-63.596000000000004,-90.0021,38.7238,0.0029,-41.0427,180.011,4246.886319894094
2.988,-65.2755,-90.0044,38.7135,0.0029,-41.0438,180.011,3970.821006422873
3.0,-66.9553,-90.0056,38.7086,0.0029,-41.0444,180.011,4059.978803325451
3.012,-68.6351,-90.006,38.7066,0.0029,-41.0446,180.011,3810.021192228453
3.0239999999999996,-70.3156,-90.0061,38.7061,0.0029,-41.0447,180.011,3893.2690108297243
3.036,-71.9959,-90.0061,38.7061,0.0029,-41.0447,180.011,3860.584640559048
3.048,-73.6762,-90.0061,38.7061,0.0029,-41.0447,180.011,3526.3126465342016
3.06,-75.3554,-90.0061,38.7061,0.0029,-41.0447,180.011,3492.5270199153397
3.072,-77.0357,-90.0061,38.7061,0.0029,-41.0447,180.011,3517.8478112355942
3.0839999999999996,-78.71600000000001,-90.0061,38.7062,0.0029,-41.0447,180.011,2918.437639846986
3.096,-80.3957,-90.006,38.7063,0.0029,-41.0446,180.011,2577.834541203824
3.108,-82.0756,-90.0059,38.7072,0.0029,-41.0446,180.011,2314.1915674008956
3.12,-83.7553,-90.0051,38.71,0.0029,-41.0445,180.011,1962.8915911571528
3.1319999999999997,-85.4353,-90.0036,38.7162,0.0029,-41.0442,180.011,2191.8621225366514
3.1439999999999997,-87.1149,-90.0007,38.7279,0.0029,-41.0437,180.011,2504.157758759543
3.156,-88.7959,-89.9955,38.7479,0.0029,-41.0428,180.011,2512.1655588424833
3.168,-90.4753,-89.9876,38.7791,0.0029,-41.0414,180.011,2401.761599188497
3.18,-92.1531,-89.9758,38.8258,0.0029,-41.0393,180.011,2403.682003976923
3.1919999999999997,-93.8268,-89.9589,38.8923,0.0029,-41.0364,180.011,2295.674460902985
3.2039999999999997,-95.4942,-89.9357,38.984,0.0029,-41.0323,180.011,2379.940610306548
3.216,-97.1508,-89.9048,39.1063,0.0029,-41.0269,180.011,2193.926430811578
3.228,-98.7945,-89.8645,39.2652,0.0029,-41.0198,180.011,2128.170875158467
3.24,-100.421,-89.8135,39.4663,0.0029,-41.0109,180.011,2367.650326688369
3.252,-102.02600000000001,-89.7504,39.7154,0.0029,-40.9998,180.011,2187.2559653710027
3.264,-103.60700000000001,-89.6735,40.0189,0.0029,-40.9863,180.011,2405.8236008895583
3.2760000000000002,-105.15799999999999,-89.5814,40.3827,0.0029,-40.9701,180.011,2465.194633895002
3.2880000000000003,-106.67399999999999,-89.4723,40.8131,0.0029,-40.951,180.011,2446.166415461195
3.3,-108.148,-89.3448,41.316,0.0029,-40.9286,180.011,2213.145549360325
3.312,-109.573,-89.1978,41.8963,0.00290001,-40.9028,180.011,2061.6467105282777
3.324,-110.94200000000001,-89.0304,42.5573,0.00289997,-40.8734,180.011,1915.6496873184417
3.3360000000000003,-112.243,-88.8424,43.2994,0.00290008,-40.8404,180.011,1749.7119250515177
3.3480000000000003,-113.47200000000001,-88.6339,44.1221,0.00289978,-40.8038,180.011,1412.8054707779202
3.36,-114.62,-88.4058,45.0225,0.00290046,-40.7637,180.011,1389.452621704286
3.372,-115.68,-88.1596,45.9941,0.0028996,-40.7205,180.011,1272.0162119836245
3.384,-116.65100000000001,-87.8969,47.0313,0.00289702,-40.6744,180.011,1241.6165268140155
3.3960000000000004,-117.531,-87.6191,48.1279,0.00298956,-40.6256,180.011,1468.9844870134375
3.408,-118.321,-87.3278,49.2771,0.00300488,-40.5745,180.011,1399.9429682227678
3.42,-119.024,-87.0247,50.4737,0.00299808,-40.5213,180.011,1418.39846929489
3.432,-119.645,-86.7105,51.7138,0.00300067,-40.4662,180.011,1464.1916539167491
3.444,-120.18700000000001,-86.3866,52.9922,0.00299979,-40.4093,180.011,1519.695378145948
3.4560000000000004,-120.65899999999999,-86.0539,54.3051,0.00300006,-40.3509,180.011,1589.4412677560658
3.468,-121.066,-85.7133,55.6496,0.00299999,-40.2911,180.011,1451.4626926130734
3.48,-121.414,-85.3656,57.022,0.003,-40.23,180.011,1999.4578667191065
3.492,-121.71,-85.0112,58.4207,0.003,-40.1678,180.011,1867.5524748331347
3.5039999999999996,-121.959,-84.6511,59.8419,0.003,-40.1047,180.011,1568.8366980912167
3.516,-122.165,-84.2855,61.2851,0.003,-40.0405,180.011,1928.07673600676
3.528,-122.333,-83.9155,62.7456,0.003,-39.9755,180.011,1679.664272645038
3.54,-122.46799999999999,-83.5411,64.2232,0.003,-39.9098,180.01,1612.2087082964636
3.552,-122.575,-83.1629,65.7158,0.003,-39.8434,180.011,2061.2381569482336
3.5639999999999996,-122.65700000000001,-82.7819,67.2197,0.003,-39.7765,180.01,2334.868787508326
3.576,-122.71700000000001,-82.398,68.7349,0.003,-39.7091,180.011,2328.2605183861765
3.588,-122.76,-82.0117,70.2597,0.003,-39.6413,180.01,2981.0625773504808
3.6,-122.789,-81.6237,71.7907,0.003,-39.5732,180.01,3123.982085954927
3.612,-122.80799999999999,-81.2345,73.3271,0.003,-39.5049,180.01,3205.8203781330712
3.6239999999999997,-122.819,-80.8444,74.8671,0.003,-39.4364,180.01,3077.278781332952
