Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,159.44
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,160.84
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,162.72
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,177.53
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,169.61
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,178.36
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,183.95
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,177.63
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,179
0.108,-181.38,-90.006,87.301,0.0029,-87.41,180.01,177.13
0.12,-180.86,-90.006,86.431,0.0029,-86.58,180.01,205.92
0.132,-180.26,-90.006,85.432,0.0029,-85.627,180.01,333.85
0.144,-179.6,-90.006,84.318,0.0029,-84.564,180.01,558.69
0.156,-178.87,-90.006,83.099,0.0029,-83.401,180.01,1133.9
0.168,-178.08,-90.006,81.781,0.0029,-82.144,180.01,2013.1
0.18,-177.24,-90.006,80.376,0.0029,-80.803,180.01,3148.2
0.192,-176.35,-90.006,78.897,0.0029,-79.392,180.01,4931.1
0.204,-175.43,-90.006,77.36,0.0029,-77.925,180.01,6543.9
0.216,-174.48,-90.006,75.776,0.0029,-76.414,180.01,8562.7
0.228,-173.51,-90.006,74.159,0.0029,-74.871,180.01,10184
0.24,-172.53,-90.006,72.518,0.0029,-73.305,180.01,11507
0.252,-171.54,-90.006,70.864,0.0029,-71.728,180.01,12256
0.264,-170.55,-90.006,69.208,0.0029,-70.147,180.01,12624
0.276,-169.55,-90.006,67.552,0.0029,-68.567,180.01,12716
0.288,-168.55,-90.006,65.896,0.0029,-66.987,180.01,12368
0.3,-167.53,-90.006,64.24,0.0029,-65.407,180.01,11760
0.312,-166.49,-90.006,62.584,0.0029,-63.827,180.01,10764
0.324,-165.43,-90.006,60.928,0.0029,-62.247,180.01,9697.7
0.336,-164.32,-90.006,59.272,0.0029,-60.667,180.01,8228.7
