Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,159.41
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,169.96
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,165.21
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,172.44
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,172.94
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,186.26
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,194.66
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,188.3
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,189.81
0.108,-181.38,-90.006,87.301,0.0029,-87.41,180.01,178.12
0.12,-180.86,-90.006,86.431,0.0029,-86.58,180.01,190.63
0.132,-180.26,-90.006,85.427,0.0029,-85.622,180.01,266.07
0.144,-179.58,-90.006,84.295,0.0029,-84.542,180.01,470.38
0.156,-178.84,-90.006,83.047,0.0029,-83.352,180.01,987.36
0.168,-178.03,-90.006,81.699,0.0029,-82.065,180.01,1601.5
0.18,-177.17,-90.006,80.266,0.0029,-80.698,180.01,2814.2
0.192,-176.27,-90.006,78.766,0.0029,-79.267,180.01,4224.2
0.204,-175.34,-90.006,77.213,0.0029,-77.785,180.01,6072
0.216,-174.39,-90.006,75.617,0.0029,-76.262,180.01,8067.3
0.228,-173.41,-90.006,73.991,0.0029,-74.711,180.01,9697.4
0.24,-172.43,-90.006,72.346,0.0029,-73.141,180.01,11606
0.252,-171.44,-90.006,70.691,0.0029,-71.562,180.01,12718
0.264,-170.44,-90.006,69.034,0.0029,-69.982,180.01,13521
0.276,-169.45,-90.006,67.378,0.0029,-68.402,180.01,13741
0.288,-168.44,-90.006,65.722,0.0029,-66.822,180.01,13228
0.3,-167.42,-90.006,64.066,0.0029,-65.242,180.01,12058
0.312,-166.38,-90.006,62.41,0.0029,-63.661,180.01,10829
0.324,-165.31,-90.006,60.754,0.0029,-62.081,180.01,9447.4
0.336,-164.2,-90.006,59.098,0.0029,-60.501,180.01,8022.6
0.348,-163.03,-90.006,57.446,0.0029,-58.925,180.01,6889
0.36,-161.81,-90.006,55.812,0.0029,-57.366,180.01,5590.3
0.372,-160.54,-90.006,54.215,0.0029,-55.842,180.01,4639
0.384,-159.21,-90.006,52.672,0.0029,-54.37,180.01,3938.8
