Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,141.51
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,150.52
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,151.52
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,156.81
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,168.2
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,179.95
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,193.85
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,201.25
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,193.76
0.108,-181.39,-90.006,87.312,0.0029,-87.421,180.01,189.73
0.12,-180.89,-90.006,86.481,0.0029,-86.627,180.01,182.38
0.132,-180.34,-90.006,85.553,0.0029,-85.742,180.01,206.54
0.144,-179.73,-90.006,84.538,0.0029,-84.774,180.01,275.64
0.156,-179.07,-90.006,83.442,0.0029,-83.728,180.01,519.01
0.168,-178.37,-90.006,82.271,0.0029,-82.611,180.01,944.94
0.18,-177.63,-90.006,81.029,0.0029,-81.426,180.01,1736.8
0.192,-176.84,-90.006,79.72,0.0029,-80.177,180.01,2989.2
0.204,-176.02,-90.006,78.347,0.0029,-78.867,180.01,4330.9
0.216,-175.16,-90.006,76.913,0.0029,-77.499,180.01,6274.3
0.228,-174.27,-90.006,75.421,0.0029,-76.076,180.01,7545.3
0.24,-173.34,-90.006,73.873,0.0029,-74.598,180.01,8462.3
0.252,-172.39,-90.006,72.274,0.0029,-73.073,180.01,8977.1
0.264,-171.41,-90.006,70.641,0.0029,-71.515,180.01,8938.1
0.276,-170.42,-90.006,68.988,0.0029,-69.938,180.01,8899.8
0.288,-169.42,-90.006,67.332,0.0029,-68.357,180.01,8914.8
0.3,-168.41,-90.006,65.676,0.0029,-66.777,180.01,9025.5
0.312,-167.4,-90.006,64.02,0.0029,-65.197,180.01,9235.9
0.324,-166.35,-90.006,62.363,0.0029,-63.616,180.01,9479.4
0.336,-165.29,-90.006,60.714,0.0029,-62.043,180.01,9810.3
0.348,-164.19,-90.006,59.089,0.0029,-60.492,180.01,9893.7
0.36,-163.08,-90.006,57.506,0.0029,-58.982,180.01,9872.6
0.372,-161.94,-90.006,55.975,0.0029,-57.522,180.01,9404.9
0.384,-160.77,-90.006,54.498,0.0029,-56.112,180.01,8556.6
0.396,-159.56,-90.006,53.075,0.0029,-54.755,180.01,7164.8
0.408,-158.32,-90.006,51.71,0.0029,-53.452,180.01,5717.3
0.42,-157.03,-90.006,50.405,0.0029,-52.207,180.01,4561.9
0.432,-155.69,-90.006,49.162,0.0029,-51.021,180.01,4015.4
0.444,-154.3,-90.006,47.985,0.0029,-49.898,180.01,3893.1
0.456,-152.85,-90.006,46.878,0.0029,-48.842,180.01,4031.5
0.468,-151.34,-90.006,45.846,0.0029,-47.858,180.01,3663.3
0.48,-149.78,-90.006,44.896,0.0029,-46.95,180.01,2884.6
0.492,-148.19,-90.006,44.034,0.0029,-46.129,180.01,2079.2
0.504,-146.57,-90.006,43.263,0.0029,-45.393,180.01,1450.1
0.516,-144.92,-90.006,42.577,0.0029,-44.738,180.01,1141.5
0.528,-143.27,-90.006,41.971,0.0029,-44.16,180.01,1237.4
0.54,-141.6,-90.006,41.439,0.0029,-43.652,180.01,1531.6
0.552,-139.92,-90.006,40.974,0.0029,-43.209,180.01,2178.6
0.564,-138.24,-90.006,40.571,0.0029,-42.824,180.01,2846.9
0.576,-136.56,-90.006,40.224,0.0029,-42.493,180.01,3655
0.588,-134.88,-90.006,39.927,0.0029,-42.21,180.01,4156.2
0.6,-133.2,-90.006,39.676,0.0029,-41.97,180.01,3996
0.612,-131.52,-90.006,39.465,0.0029,-41.768,180.01,3218.3
0.624,-129.84,-90.006,39.289,0.0029,-41.601,180.01,2481.6
0.636,-128.16,-90.006,39.146,0.0029,-41.464,180.01,1537.2
0.648,-126.48,-90.006,39.03,0.0029,-41.354,180.01,1178.5
0.66,-124.8,-90.006,38.939,0.0029,-41.267,180.01,1108
0.672,-123.12,-90.006,38.868,0.0029,-41.199,180.01,1326.4
0.684,-121.44,-90.006,38.815,0.0029,-41.148,180.01,1456.6
0.696,-119.76,-90.006,38.776,0.0029,-41.111,180.01,1465.4
0.708,-118.08,-90.006,38.748,0.0029,-41.085,180.01,1503.2
0.72,-116.4,-90.006,38.73,0.0029,-41.067,180.01,1476.4
0.732,-114.72,-90.006,38.718,0.0029,-41.056,180.01,1400.1
0.744,-113.04,-90.006,38.712,0.0029,-41.05,180.01,1453.9
0.756,-111.36,-90.006,38.708,0.0029,-41.047,180.01,1607.8
0.768,-109.68,-90.006,38.707,0.0029,-41.045,180.01,1751.1
0.78,-108,-90.006,38.706,0.0029,-41.045,180.01,1935.6
0.792,-106.32,-90.006,38.706,0.0029,-41.045,180.01,2078.8
0.804,-104.64,-90.006,38.706,0.0029,-41.045,180.01,2067
0.816,-102.96,-90.006,38.706,0.0029,-41.045,180.01,1971.9
0.828,-101.28,-90.006,38.706,0.0029,-41.045,180.01,1915.5
0.84,-99.602,-90.006,38.706,0.0029,-41.045,180.01,1870.5
