Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0,-183,-90.006,90.001,0.0029,-89.986,180.01,179.76
0.012,-182.99,-90.006,89.99,0.0029,-89.976,180.01,185.98
0.024,-182.97,-90.006,89.948,0.0029,-89.935,180.01,189.89
0.036,-182.91,-90.006,89.855,0.0029,-89.847,180.01,188.59
0.048,-182.81,-90.006,89.694,0.0029,-89.694,180.01,184.62
0.06,-182.67,-90.006,89.449,0.0029,-89.46,180.01,179.67
0.072,-182.46,-90.006,89.102,0.0029,-89.129,180.01,175.34
0.084,-182.18,-90.006,88.636,0.0029,-88.684,180.01,191.09
0.096,-181.82,-90.006,88.036,0.0029,-88.112,180.01,196.11
0.108,-181.38,-90.006,87.301,0.0029,-87.41,180.01,195.12
0.12,-180.87,-90.006,86.443,0.0029,-86.592,180.01,201.07
0.132,-180.29,-90.006,85.476,0.0029,-85.669,180.01,236.4
0.144,-179.65,-90.006,84.411,0.0029,-84.653,180.01,403.49
0.156,-178.96,-90.006,83.255,0.0029,-83.55,180.01,753.24
0.168,-178.22,-90.006,82.016,0.0029,-82.367,180.01,1266.2
0.18,-177.43,-90.006,80.697,0.0029,-81.109,180.01,2383.5
0.192,-176.59,-90.006,79.304,0.0029,-79.78,180.01,3654.4
0.204,-175.72,-90.006,77.84,0.0029,-78.384,180.01,5433.5
0.216,-174.8,-90.006,76.313,0.0029,-76.926,180.01,7349.7
0.228,-173.86,-90.006,74.736,0.0029,-75.421,180.01,8754
0.24,-172.89,-90.006,73.122,0.0029,-73.881,180.01,9818.2
0.252,-171.91,-90.006,71.482,0.0029,-72.317,180.01,10275
0.264,-170.92,-90.006,69.828,0.0029,-70.739,180.01,10427
0.276,-169.93,-90.006,68.172,0.0029,-69.159,180.01,10333
0.288,-168.93,-90.006,66.516,0.0029,-67.579,180.01,10453
0.3,-167.91,-90.006,64.86,0.0029,-65.999,180.01,10537
0.312,-166.89,-90.006,63.204,0.0029,-64.419,180.01,10602
0.324,-165.83,-90.006,61.548,0.0029,-62.839,180.01,10810
0.336,-164.74,-90.006,59.892,0.0029,-61.259,180.01,10462
0.348,-163.61,-90.006,58.249,0.0029,-59.691,180.01,9737.3
0.36,-162.44,-90.006,56.634,0.0029,-58.15,180.01,8377.6
0.372,-161.23,-90.006,55.066,0.0029,-56.654,180.01,6914.4
0.384,-159.99,-90.006,53.56,0.0029,-55.217,180.01,5254.8
0.396,-158.7,-90.006,52.118,0.0029,-53.842,180.01,4092.9
0.408,-157.38,-90.006,50.744,0.0029,-52.53,180.01,3604.9
0.42,-156,-90.006,49.44,0.0029,-51.286,180.01,3487.1
0.432,-154.58,-90.006,48.21,0.0029,-50.113,180.01,3934.6
0.444,-153.1,-90.006,47.061,0.0029,-49.016,180.01,4925.9
0.456,-151.57,-90.006,45.998,0.0029,-48.002,180.01,5224.4
0.468,-150.01,-90.006,45.029,0.0029,-47.078,180.01,5168.4
