,Time,Angle 1,Angle 2,Angle 3,Angle 4,Angle 5,Angle 6,Power
265,3.1919999999999997,-93.98,-89.9571,38.8996,0.0029,-41.0361,180.011,2437.2192863742866
266,3.2039999999999997,-95.6456,-89.9333,38.9938,0.0029,-41.0319,180.011,2343.0706371757624
267,3.216,-97.2996,-89.9016,39.119,0.0029,-41.0263,180.011,1999.9513657775406
268,3.228,-98.9409,-89.8604,39.2814,0.0029,-41.019,180.011,2137.821805604025
269,3.24,-100.564,-89.8084,39.4863,0.0029,-41.01,180.011,2285.3604462848098
270,3.252,-102.167,-89.7442,39.74,0.0029,-40.9987,180.011,2380.9757550208997
271,3.264,-103.745,-89.6661,40.0483,0.0029,-40.985,180.011,2311.856646141215
272,3.2760000000000002,-105.29299999999999,-89.5725,40.4177,0.0029,-40.9686,180.011,2656.6425418428803
273,3.2880000000000003,-106.806,-89.4618,40.8546,0.0029,-40.9492,180.011,2407.2449654549473
274,3.3,-108.279,-89.3324,41.3653,0.0029,-40.9264,180.011,1917.1797774577483
275,3.312,-109.704,-89.18299999999999,41.9549,0.00290001,-40.9002,180.011,2171.1345178705114
276,3.324,-111.072,-89.0129,42.626000000000005,0.00289996,-40.8703,180.011,1716.432363883517
277,3.3360000000000003,-112.37299999999999,-88.8219,43.3802,0.00290012,-40.8368,180.011,1428.3051765098471
278,3.3480000000000003,-113.6,-88.6102,44.2158,0.00289962,-40.7997,180.011,1491.2770769556323
279,3.36,-114.744,-88.37899999999999,45.1284,0.00290107,-40.759,180.011,1375.5160808385172
280,3.372,-115.79799999999999,-88.1299,46.1115,0.00289744,-40.7153,180.011,1241.9640604297763
281,3.384,-116.76100000000001,-87.8645,47.1591,0.00290396,-40.6687,180.011,1453.750526853794
282,3.3960000000000004,-117.631,-87.5848,48.2632,0.00299832,-40.6196,180.011,1511.8821915246358
283,3.408,-118.41,-87.292,49.4183,0.00300235,-40.5682,180.011,1438.6653577214183
284,3.42,-119.102,-86.9877,50.6196,0.00299874,-40.5148,180.011,1602.2262039514103
285,3.432,-119.712,-86.6729,51.8622,0.00300052,-40.4596,180.011,1720.7010552103973
286,3.444,-120.245,-86.3488,53.1413,0.00299982,-40.4027,180.011,1621.911107504929
287,3.4560000000000004,-120.70700000000001,-86.0163,54.4534,0.00300006,-40.3443,180.011,1625.1648637310002
