Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0.012,-178,-88.112,115.78,-57.178,59.961,-304.61,19.486
0.024,-178,-88.112,115.78,-57.178,59.961,-304.61,14.933
0.036,-178,-88.112,115.78,-57.178,59.961,-304.61,45.438
0.048,-178,-88.112,115.78,-57.178,59.961,-304.61,31.711
0.06,-178,-88.112,115.78,-57.178,59.961,-304.61,25.725
0.072,-178,-88.112,115.78,-57.178,59.961,-304.61,54.649
0.084,-178,-88.112,115.78,-57.178,59.961,-304.61,52.577
0.096,-178,-88.112,115.78,-57.178,59.961,-304.61,64.37
0.108,-178,-88.112,115.78,-57.178,59.961,-304.61,58.218
0.12,-178,-88.112,115.78,-57.178,59.961,-304.61,0
0.132,-178,-88.112,115.78,-57.178,59.961,-304.61,13.69
0.144,-178,-88.112,115.78,-57.178,59.961,-304.61,15.202
0.156,-178,-88.112,115.78,-57.178,59.961,-304.61,55.973
0.168,-178,-88.112,115.78,-57.178,59.961,-304.61,150.95
0.18,-178,-88.112,115.78,-57.178,59.961,-304.61,236.34
0.192,-178,-88.112,115.78,-57.178,59.961,-304.61,365.3
0.204,-178,-88.112,115.78,-57.178,59.961,-304.61,408.16
0.216,-178,-88.112,115.78,-57.178,59.961,-304.61,536.32
0.228,-178,-88.112,115.78,-57.178,59.961,-304.61,613.23
0.24,-178,-88.112,115.78,-57.178,59.961,-304.61,644.63
0.252,-178,-88.112,115.78,-57.178,59.961,-304.61,759.46
0.264,-178,-88.112,115.78,-57.178,59.961,-304.61,768.25
0.276,-178,-88.112,115.78,-57.178,59.961,-304.61,804.1
0.288,-178,-88.112,115.78,-57.178,59.961,-304.61,797.22
0.3,-178,-88.112,115.78,-57.178,59.961,-304.61,790.72
0.312,-178,-88.112,115.78,-57.178,59.961,-304.61,792.3
0.324,-178,-88.112,115.78,-57.178,59.961,-304.61,791.42
0.336,-178,-88.112,115.78,-57.178,59.961,-304.61,871.04
0.348,-178,-88.112,115.78,-57.178,59.961,-304.61,851.3
0.36,-178,-88.112,115.78,-57.178,59.961,-304.61,910.11
0.372,-178,-88.112,115.78,-57.178,59.961,-304.61,912.87
0.384,-178,-88.112,115.78,-57.178,59.961,-304.61,908
0.396,-178,-88.112,115.78,-57.178,59.961,-304.61,955.28
0.408,-178,-88.112,115.78,-57.178,59.961,-304.61,927.88
0.42,-178,-88.112,115.78,-57.178,59.961,-304.61,918.69
0.432,-178,-88.112,115.78,-57.178,59.961,-304.61,907.61
0.444,-178,-88.112,115.78,-57.178,59.961,-304.61,898.01
0.456,-178,-88.112,115.78,-57.178,59.961,-304.61,945.53
0.468,-178,-88.112,115.78,-57.178,59.961,-304.61,932.22
0.48,-178,-88.112,115.78,-57.178,59.961,-304.61,958.57
0.492,-178,-88.112,115.78,-57.178,59.961,-304.61,969.44
0.504,-178,-88.112,115.78,-57.178,59.961,-304.61,897.84
0.516,-178,-88.112,115.78,-57.178,59.961,-304.61,942.48
0.528,-178,-88.112,115.78,-57.178,59.961,-304.61,916.06
