Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0.012,-178,-88.112,115.78,-57.178,59.961,-304.61,18.436
0.024,-178,-88.112,115.78,-57.178,59.961,-304.61,48.481
0.036,-178,-88.112,115.78,-57.178,59.961,-304.61,60.292
0.048,-178,-88.112,115.78,-57.178,59.961,-304.61,0
0.06,-178,-88.112,115.78,-57.178,59.961,-304.61,104.99
0.072,-178,-88.112,115.78,-57.178,59.961,-304.61,56.729
0.084,-178,-88.112,115.78,-57.178,59.961,-304.61,68.177
0.096,-178,-88.112,115.78,-57.178,59.961,-304.61,128.46
0.108,-178,-88.112,115.78,-57.178,59.961,-304.61,58.28
0.12,-178,-88.112,115.78,-57.178,59.961,-304.61,133.95
0.132,-178,-88.112,115.78,-57.178,59.961,-304.61,113.02
0.144,-178,-88.112,115.78,-57.178,59.961,-304.61,149.19
0.156,-178,-88.112,115.78,-57.178,59.961,-304.61,285.88
0.168,-178,-88.112,115.78,-57.178,59.961,-304.61,363.74
0.18,-178,-88.112,115.78,-57.178,59.961,-304.61,564.89
0.192,-178,-88.112,115.78,-57.178,59.961,-304.61,630.94
0.204,-178,-88.112,115.78,-57.178,59.961,-304.61,691.25
0.216,-178,-88.112,115.78,-57.178,59.961,-304.61,784.13
0.228,-178,-88.112,115.78,-57.178,59.961,-304.61,736.22
0.24,-178,-88.112,115.78,-57.178,59.961,-304.61,845.03
0.252,-178,-88.112,115.78,-57.178,59.961,-304.61,847.82
0.264,-178,-88.112,115.78,-57.178,59.961,-304.61,844.75
0.276,-178,-88.112,115.78,-57.178,59.961,-304.61,924.11
0.288,-178,-88.112,115.78,-57.178,59.961,-304.61,819.63
0.3,-178,-88.112,115.78,-57.178,59.961,-304.61,859.88
0.312,-178,-88.112,115.78,-57.178,59.961,-304.61,846.01
0.324,-178,-88.112,115.78,-57.178,59.961,-304.61,892.37
0.336,-178,-88.112,115.78,-57.178,59.961,-304.61,970.72
0.348,-178,-88.112,115.78,-57.178,59.961,-304.61,964.39
0.36,-178,-88.112,115.78,-57.178,59.961,-304.61,1049
0.372,-178,-88.112,115.78,-57.178,59.961,-304.61,972.46
0.384,-178,-88.112,115.78,-57.178,59.961,-304.61,985.91
0.396,-178,-88.112,115.78,-57.178,59.961,-304.61,968.93
0.408,-178,-88.112,115.78,-57.178,59.961,-304.61,896.17
0.42,-178,-88.112,115.78,-57.178,59.961,-304.61,947.89
0.432,-178,-88.112,115.78,-57.178,59.961,-304.61,950.52
0.444,-178,-88.112,115.78,-57.178,59.961,-304.61,997.56
0.456,-178,-88.112,115.78,-57.178,59.961,-304.61,1044.8
0.468,-178,-88.112,115.78,-57.178,59.961,-304.61,1033
0.48,-178,-88.112,115.78,-57.178,59.961,-304.61,1083.4
0.492,-178,-88.112,115.78,-57.178,59.961,-304.61,1004.2
0.504,-178,-88.112,115.78,-57.178,59.961,-304.61,986.85
0.516,-178,-88.112,115.78,-57.178,59.961,-304.61,975.65
0.528,-178,-88.112,115.78,-57.178,59.961,-304.61,946.74
0.54,-178,-88.112,115.78,-57.178,59.961,-304.61,972.44
0.552,-178,-88.112,115.78,-57.178,59.961,-304.61,938.71
0.564,-178,-88.112,115.78,-57.178,59.961,-304.61,978.62
0.576,-178,-88.112,115.78,-57.178,59.961,-304.61,962.98
0.588,-178,-88.112,115.78,-57.178,59.961,-304.61,942.61
0.6,-178,-88.112,115.78,-57.178,59.961,-304.61,962
0.612,-178,-88.112,115.78,-57.178,59.961,-304.61,901.26
0.624,-178,-88.112,115.78,-57.178,59.961,-304.61,914.75
0.636,-178,-88.112,115.78,-57.178,59.961,-304.61,901.13
0.648,-178,-88.112,115.78,-57.178,59.961,-304.61,849.64
0.66,-178,-88.112,115.78,-57.178,59.961,-304.61,920.97
0.672,-178,-88.112,115.78,-57.178,59.961,-304.61,871.01
0.684,-178,-88.112,115.78,-57.178,59.961,-304.61,901.09
0.696,-178,-88.112,115.78,-57.178,59.961,-304.61,900.52
0.708,-178,-88.112,115.78,-57.178,59.961,-304.61,840.49
0.72,-178,-88.112,115.78,-57.178,59.961,-304.61,903.89
0.732,-178,-88.112,115.78,-57.178,59.961,-304.61,837.45
0.744,-178,-88.112,115.78,-57.178,59.961,-304.61,868.98
0.756,-178,-88.112,115.78,-57.178,59.961,-304.61,895.13
0.768,-178,-88.112,115.78,-57.178,59.961,-304.61,852.72
0.78,-178,-88.112,115.78,-57.178,59.961,-304.61,945.34
0.792,-178,-88.112,115.78,-57.178,59.961,-304.61,874.17
0.804,-178,-88.112,115.78,-57.178,59.961,-304.61,869.88
0.816,-178,-88.112,115.78,-57.178,59.961,-304.61,860.99
0.828,-178,-88.112,115.78,-57.178,59.961,-304.61,836.52
0.84,-178,-88.112,115.78,-57.178,59.961,-304.61,894.08
0.852,-178,-88.112,115.78,-57.178,59.961,-304.61,866.14
0.864,-178,-88.112,115.78,-57.178,59.961,-304.61,890.03
0.876,-178,-88.112,115.78,-57.178,59.961,-304.61,899.61
0.888,-178,-88.112,115.78,-57.178,59.961,-304.61,844.28
0.9,-178,-88.112,115.78,-57.178,59.961,-304.61,917.17
0.912,-178,-88.112,115.78,-57.178,59.961,-304.61,848.14
0.924,-178,-88.112,115.78,-57.178,59.961,-304.61,906.02
0.936,-178,-88.112,115.78,-57.178,59.961,-304.61,898.81
0.948,-178,-88.112,115.78,-57.178,59.961,-304.61,890.92
0.96,-178,-88.112,115.78,-57.178,59.961,-304.61,990.71
