Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt]
0.012,-178,-88.112,115.78,-57.178,59.961,-304.61,2.543
0.024,-178,-88.112,115.78,-57.178,59.961,-304.61,11.818
0.036,-178,-88.112,115.78,-57.178,59.961,-304.61,19.419
0.048,-178,-88.112,115.78,-57.178,59.961,-304.61,20.871
0.06,-178,-88.112,115.78,-57.178,59.961,-304.61,0
0.072,-178,-88.112,115.78,-57.178,59.961,-304.61,26.57
0.084,-178,-88.112,115.78,-57.178,59.961,-304.61,34.815
0.096,-178,-88.112,115.78,-57.178,59.961,-304.61,47.73
0.108,-178,-88.112,115.78,-57.178,59.961,-304.61,41.25
0.12,-178,-88.112,115.78,-57.178,59.961,-304.61,89.802
0.132,-178,-88.112,115.78,-57.178,59.961,-304.61,189.91
0.144,-178,-88.112,115.78,-57.178,59.961,-304.61,296.04
0.156,-178,-88.112,115.78,-57.178,59.961,-304.61,463.2
0.168,-178,-88.112,115.78,-57.178,59.961,-304.61,568.43
0.18,-178,-88.112,115.78,-57.178,59.961,-304.61,628.21
0.192,-178,-88.112,115.78,-57.178,59.961,-304.61,702.57
0.204,-178,-88.112,115.78,-57.178,59.961,-304.61,718.32
0.216,-178,-88.112,115.78,-57.178,59.961,-304.61,799.34
0.228,-178,-88.112,115.78,-57.178,59.961,-304.61,842.17
0.24,-178,-88.112,115.78,-57.178,59.961,-304.61,839.85
0.252,-178,-88.112,115.78,-57.178,59.961,-304.61,869.34
0.264,-178,-88.112,115.78,-57.178,59.961,-304.61,845.82
0.276,-178,-88.112,115.78,-57.178,59.961,-304.61,824.91
0.288,-178,-88.112,115.78,-57.178,59.961,-304.61,841.09
0.3,-178,-88.112,115.78,-57.178,59.961,-304.61,861.56
0.312,-178,-88.112,115.78,-57.178,59.961,-304.61,879.85
0.324,-178,-88.112,115.78,-57.178,59.961,-304.61,923.25
0.336,-178,-88.112,115.78,-57.178,59.961,-304.61,946.12
0.348,-178,-88.112,115.78,-57.178,59.961,-304.61,960.31
0.36,-178,-88.112,115.78,-57.178,59.961,-304.61,917.21
0.372,-178,-88.112,115.78,-57.178,59.961,-304.61,954.22
0.384,-178,-88.112,115.78,-57.178,59.961,-304.61,930.11
0.396,-178,-88.112,115.78,-57.178,59.961,-304.61,941.98
0.408,-178,-88.112,115.78,-57.178,59.961,-304.61,1030.7
0.42,-178,-88.112,115.78,-57.178,59.961,-304.61,995.93
0.432,-178,-88.112,115.78,-57.178,59.961,-304.61,1077.4
0.444,-178,-88.112,115.78,-57.178,59.961,-304.61,1033.2
0.456,-178,-88.112,115.78,-57.178,59.961,-304.61,986.78
0.468,-178,-88.112,115.78,-57.178,59.961,-304.61,960.11
0.48,-178,-88.112,115.78,-57.178,59.961,-304.61,893.56
0.492,-178,-88.112,115.78,-57.178,59.961,-304.61,907.47
0.504,-178,-88.112,115.78,-57.178,59.961,-304.61,922.57
0.516,-178,-88.112,115.78,-57.178,59.961,-304.61,917.32
0.528,-178,-88.112,115.78,-57.178,59.961,-304.61,907.11
0.54,-178,-88.112,115.78,-57.178,59.961,-304.61,865.44
0.552,-178,-88.112,115.78,-57.178,59.961,-304.61,844.09
0.564,-178,-88.112,115.78,-57.178,59.961,-304.61,825.92
0.576,-178,-88.112,115.78,-57.178,59.961,-304.61,838.82
0.588,-178,-88.112,115.78,-57.178,59.961,-304.61,844.55
0.6,-178,-88.112,115.78,-57.178,59.961,-304.61,856.86
0.612,-178,-88.112,115.78,-57.178,59.961,-304.61,868.56
0.624,-178,-88.112,115.78,-57.178,59.961,-304.61,851.54
0.636,-178,-88.112,115.78,-57.178,59.961,-304.61,891.45
